Filename	C_1A	C_1B	C_2A	C_2B	C_3A	C_3B	C_4A	C_4B	C_4C	DS_1A	DS_1B	DS_2A	DS_2B	DS_3A	DS_3B	IS_1A	IS_1B	IS_2	IS_3A	IS_3B	IS_3C	MS1_1	MS1_2A	MS1_2B	MS1_3A	MS1_3B	MS1_5A	MS1_5B	MS1_5C	MS1_5D	MS2_1	MS2_2	MS2_3	MS2_4A	MS2_4B	MS2_4C	MS2_4D	P_1A	P_1B	P_2A	P_2B	P_2C	P_3
QC_Shew_12_03_100ng_100nl_Run-04_7Feb13_Rogue_12-10-04	0.001856	0.000464	27.0919	39.2368	35.47	49.52	27.68	23.54	55.24	5.58	10.56	454	4542	1.671	1.104	11	9	787.4328	0.000704	0.516901	0	2.382	47.675	20740	38.304	148519	-0.045238	0.267256	-26.248	-26.238	69.567	113.65	716	0.0506	0.1434	0.1704	0.2387	7.4	-7.403	2032	1764	1684	0.051069
QC_Shew_12_03_100ng_100nl_Run-05_7Feb13_Rogue_12-10-03	0	0.00051	26.6732	36.3286	34.31	46.35	28.35	25.27	48.38	6.148	9.542	458	4582	1.712	1.138	1	6	781.7327	0.002198	0.435165	0	1.895	44.17	26083	28.149	1.96E+05	-0.035776	0.268629	-21.142	-21.129	53.367	111	750	0.0281	0.1363	0.167	0.2244	7.31	-7.309	1852	1648	1584	0.049242
QC_Shew_12_03_100ng_100nl_Run-06_7Feb13_Rogue_12-10-04	0.000488	0	28.2912	35.8062	39.35	56.18	29.65	26.42	55.19	5.48	9.769	493	4924	1.756	1.145	12	11	789.3995	0.002819	0.44186	0	1.631	41.52	31281.5	36.412	2.31E+05	-0.0473	0.270274	-27.628	-27.131	49.807	113.7	747	0.048	0.1358	0.1479	0.2298	7.36	-7.359	1909	1669	1587	0.060491
QC_Shew_12_03_100ng_150nl_Run-01_5Feb13_Rogue_12-10-03	0.001522	0.000507	28.5192	34.1174	35.96	48.19	28.2	25.57	48.5	5.945	11.286	476	4764	1.625	1.104	2	1	778.3716	0.000715	0.409156	0	1.902	44.23	21999	22.954	161431	-0.055556	0.270562	-27.868	-27.652	63.153	119.6	721	0.0417	0.1307	0.1604	0.2221	7.33	-7.327	1859	1666	1593	0.045825
QC_Shew_12_03_100ng_150nl_Run-02_5Feb13_Rogue_12-10-04	0	0.000417	27.7585	42.5455	34.73	50.53	26.02	23.8	53.86	6.298	10.462	461	4610	1.713	1.129	10	9	798.7352	0.000627	0.502506	0	2.4795	50.92	19036	40.442	149355	-0.052473	0.270996	-27.164	-26.506	74.766	117	705	0.0558	0.1576	0.19	0.2619	7.48	-7.478	2238	2010	1911	0.054422
QC_Shew_12_03_100ng_150nl_Run-03_5Feb13_Rogue_12-10-03	0.000468	0.000936	29.1804	36.1887	36.69	50.72	28.42	24.84	54.41	6.692	13.765	496	4961	1.58	1.105	1	1	788.7877	0.001389	0.481944	0	1.831	46.98	26614	29.462	168643	-0.059014	0.271087	-30.774	-30.538	58.456	119.6	736	0.0535	0.1619	0.1658	0.2158	7.37	-7.375	2022	1831	1746	0.042383
QC_Shew_12_03_100ng_150nl_Run-04_5Feb13_Rogue_12-10-04	0.000851	0.000425	29.4227	39.3914	35.72	50.54	25.97	26.47	57.08	5.708	13.091	498	4977	1.665	1.108	7	4	800.9241	0.000641	0.50641	0	2.154	49.89	23160	51.021	1.66E+05	-0.057393	0.271903	-30.201	-30.067	61.555	118.8	708	0.0626	0.1568	0.1786	0.2406	7.41	-7.408	2194	1941	1849	0.059492
QC_Shew_12_03_100ng_150nl_Run-05_5Feb13_Rogue_12-10-03	0.000923	0.000461	28.8352	37.1768	35.52	50.66	28.2	23.68	51.22	6.5	9.308	502	5021	1.627	1.113	1	0	783.2268	0.000678	0.470149	0	1.4375	44.42	31695.5	31.77	2.00E+05	-0.037787	0.269108	-20.737	-20.705	47.861	122.05	733	0.051	0.1529	0.165	0.2181	7.33	-7.331	2056	1844	1762	0.045403
QC_Shew_12_03_100ng_150nl_Run-06_5Feb13_Rogue_12-10-04	0.000441	0	28.8657	38.5579	36.72	51.32	26.25	25.75	54.74	6.042	7.706	492	4915	1.79	1.122	9	8	797.4823	0.000663	0.502982	0	2.073	47.405	23558.5	53.166	1.77E+05	-0.042123	0.26896	-20.939	-20.774	59.348	121.1	712	0.0565	0.1516	0.1695	0.2351	7.39	-7.393	2121	1888	1784	0.054933
QC_Shew_12_03_A_27Jan13_Leopard_12-12-26	0	0	15.7838	4.8784	69.09	75.23	75.53	86.47	85.43	7.667	7.5	243	2426	1.19	1	0	0	796.4212	0	1.684211	0	8.1945	8.526	5088.1	7.383	16624	-0.013538	0.258572	-5.686	-4.257	100	32.935	473	0	0.0087	0.024	0.0399	6.85	-6.849	149	135	130	0.015385
QC_Shew_12_03_A_28Jan13_Leopard_12-12-43	0	0	0	NULL	31.39	24.4	89.62	99.71	26	0	0	0	1	1.183	0	0	0	717.8955	0	0	0	8.123	0	0	0	6454	0.325569	0.325569	227.071	227.071	100	0	301	0	0.0008	0	0	6.72	-6.715	1	1	1	0
QC_Shew_12_03_B_27Jan13_Leopard_12-12-27	0	0	21.5969	53.7577	36.29	39.27	35.32	26.2	36.29	4.697	4.412	412	4116	1.562	1.147	0	0	819.5948	0.031427	0.451917	0	0.098	78.74	303160	17.19	1153950	-0.012355	0.267596	-5.507	-5.437	7.898	121.2	829	0.1759	0.2642	0.2375	0.217	8.14	-8.139	2286	1962	1767	0.019808
QC_Shew_12_03_C_27Jan13_Leopard_12-12-26	0	0	19.9315	39.0839	34.73	46.56	29.81	26.66	46.45	6.272	10.588	306	3055	1.56	1.138	0	0	761.1593	0.00105	0.658613	0	3.548	74.3	10809	18.571	55709	0.042696	0.262918	21.941	21.998	100	115.4	689	0.092	0.1959	0.207	0.2245	7.77	-7.773	1538	1386	1315	0.012928
QC_Shew_12_03_D_28Jan13_Leopard_12-12-44	0	0.004115	22.1152	54.1257	43.63	47.18	39.23	33.04	48.28	4.778	3.667	417	4172	1.607	1.171	1	0	813.4138	0.055686	0.368699	0	0.1405	68.43	219885	15.819	807663	-0.003387	0.263982	-2.176	-2.051	11.048	122.05	814	0.124	0.2388	0.2455	0.2366	8.07	-8.068	2361	1989	1795	0.016156
QC_Shew_12_03_E_27Jan13_Leopard_12-12-26	0	0	20.4826	39.7899	34.3	46.59	28.43	30.52	43.37	5.995	7.423	313	3128	1.605	1.137	0	0	762.0353	0.001002	0.660321	0	4.347	66.12	10165	18.859	51983	0.065175	0.274303	36.851	36.925	100	106.5	673	0.0837	0.1947	0.2291	0.2494	7.9	-7.899	1611	1452	1364	0.012463
QC_Shew_12_03_E_28Jan13_Leopard_12-12-43	0.000689	0.001377	19.3369	37.0794	53.03	66.64	46.56	34.7	71.42	4.892	8.083	292	2920	1.568	1.133	0	1	776.4245	0.001025	0.48668	0	5.079	41.56	8628.05	14.43	41036	0.034431	0.264773	17.799	17.963	100	93.49	650	0.0525	0.1715	0.1794	0.2621	7.6	-7.6	1413	1213	1157	0.013829
QC_Shew_12_03_F_28Jan13_Leopard_12-12-44	0	0.004304	22.5613	55.8478	41.15	44.78	38.02	31.07	44.3	4.207	5.508	426	4255	1.63	1.174	1	1	817.3859	0.062933	0.412818	0	0.157	63.96	204790	15.581	789616	-0.015434	0.261921	-7.341	-7.331	11.816	118.1	817	0.1232	0.2403	0.2526	0.2698	8.16	-8.158	2478	2080	1867	0.019818
QC_Shew_12_03_G_28Jan13_Leopard_12-12-43	0	0	18.5821	39.2313	53.09	68.35	42.87	33.88	71.68	4.878	7.538	280	2801	1.636	1.159	3	3	779.4063	0.001026	0.508718	0	5.1465	40.825	8612.9	15.076	43133	-0.00892	0.270599	-4.334	-3.736	100	92.04	665	0.0398	0.1546	0.1957	0.2837	7.65	-7.647	1436	1225	1169	0.014542
QC_Shew_12_03_H_27Jan13_Leopard_12-12-27	0.000404	0.001213	21.5332	56.3316	35.38	38.82	35.61	27.04	39	4.613	3.78	407	4071	1.616	1.18	0	0	818.1845	0.046163	0.43705	0	0.1515	73.025	197090	16.307	845150	0.005548	0.267362	2.404	2.566	10.798	127	829	0.1813	0.2511	0.2494	0.2576	8.33	-8.327	2392	2044	1824	0.016447
QC_Shew_12_03_H_28Jan13_Leopard_12-12-44	0	0.004353	22.42	55.62	42.33	46.88	34.88	34.6	45.59	4.101	5.014	421	4219	1.618	1.171	0	0	817.4654	0.058153	0.382554	0	0.158	65.76	200990	16.209	737085	0.000144	0.267064	0.073	0.077	12.196	120.2	814	0.1223	0.2474	0.2502	0.2583	8.12	-8.122	2452	2047	1832	0.020742
QC_Shew_12_03_Run-01_16Jan13_Lion_12-10-03	0.021915	0.001153	26.4194	15.9731	54.71	56.38	30.14	71.41	68.02	3.462	2.516	333	3057	1.535	1.195	6	5	805.1293	0	0.676983	0	6.022	17.57	3949.5	79.844	55849	-0.002563	0.267017	-1.085	-0.933	100	51.04	634	0.0133	0.0492	0.1179	0.1484	7.04	-7.036	836	453	420	0.011905
QC_Shew_12_03_Run-01_17Jan13_Rogue_12-10-03	0.000481	0.002407	36.0513	28.404	90.05	105.51	68.56	40.21	103.67	2.613	2.352	548	5409	1.698	1.273	6	9	766.0813	0.00463	0.369048	0	0.096	56.63	340090	19.466	1.60E+06	-0.002476	0.268342	-1.533	-1.368	6.247	134.8	762	0.0878	0.1299	0.1625	0.2265	7.68	-7.678	2036	1331	1222	0.006547
QC_Shew_12_03_Run-01_21Jan13_Rogue_12-10-03	0.001364	0.000909	32.6922	33.1272	80.4	92.36	34.25	52.43	93.72	2.266	2.406	670	6376	1.747	1.314	5	4	750.8624	0.008182	0.277615	0	0.092	86.77	310120	38.673	1.72E+06	-0.052666	0.269861	-29.592	-29.584	5.774	135.35	750	0.0599	0.1109	0.1353	0.1979	7.57	-7.574	2145	1357	1245	0.010442
QC_Shew_12_03_Run-02_16Jan13_Lion_12-10-04	0.032164	0.005848	25.364	13.2865	47.64	39.56	113.86	108.47	41.72	2.855	2.091	369	2950	1.495	1.106	6	4	766.8848	0	0.390244	0	4.662	13.01	4300.95	234.367	55059	-0.027146	0.263394	-13.522	-13.244	100	58.41	594	0.0067	0.0238	0.084	0.1355	7.03	-7.027	668	349	324	0.012346
QC_Shew_12_03_Run-02_17Jan13_Rogue_12-10-04	0.002189	0.002737	32.2299	27.8934	79.64	91.15	40.57	67.57	90.87	2.721	1.92	491	4816	1.687	1.27	6	2	720.5907	0.007215	0.310967	0	0.1075	88.59	240260	29.381	1586500	-0.002356	0.276801	-1.369	-0.984	6.24	143.45	749	0.0449	0.1225	0.1494	0.2131	7.64	-7.642	1784	1177	1073	0.008388
QC_Shew_12_03_Run-02_21Jan13_Rogue_12-10-04	0.001323	0.003088	33.3084	33.475	78.04	91.81	39.64	33.35	98.11	2.469	3.187	703	6487	1.745	1.314	10	6	791.8502	0.006042	0.363746	0	0.095	51.775	340700	16.636	1.55E+06	-0.033062	0.259746	-17.22	-16.958	6.676	125.55	770	0.0433	0.1159	0.139	0.2011	7.39	-7.388	2209	1456	1348	0.013353
QC_Shew_12_03_Run-03_16Jan13_Lion_12-10-03	0.000997	0.001994	34.6707	28.4102	85.73	103.27	45.85	45.78	107.57	2.674	2.88	547	5196	1.695	1.258	11	10	764.1631	0.005491	0.371311	0	0.087	53.155	366265	21.12	1753650	-0.006834	0.268639	-4.827	-4.809	5.704	128.55	752	0.0594	0.1346	0.159	0.2256	7.59	-7.586	1953	1313	1210	0.012397
QC_Shew_12_03_Run-03_17Jan13_Rogue_12-10-03	0	0.001504	35.3002	27.6202	75.64	88.36	41.12	42.49	91.37	2.543	2.694	540	5285	1.648	1.231	7	9	769.4022	0.006949	0.37943	0	0.1	54.22	302550	27.865	1.43E+06	-0.025488	0.268554	-15.348	-14.96	6.844	132.6	758	0.062	0.128	0.1501	0.2244	7.55	-7.547	1936	1295	1190	0.009244
QC_Shew_12_03_Run-03_21Jan13_Rogue_12-10-03	0.000977	0.001953	28.2718	35.5478	81.13	91.84	35.78	43.57	91.88	2.318	2.607	561	5529	1.692	1.28	5	2	757.6473	0.005693	0.28969	0	0.098	50.37	289970	26.69	1.68E+06	-0.057886	0.266197	-34.46	-34.435	5.881	127.3	774	0.0561	0.117	0.1384	0.2047	7.48	-7.477	1992	1254	1155	0.01039
QC_Shew_12_03_Run-04_16Jan13_Lion_12-10-04	0.00213	0.00213	33.1065	27.9401	79.19	87.2	44.66	91.48	91.75	2.552	2.214	506	4944	1.688	1.246	3	4	719.5436	0.005575	0.303136	0	0.09	94.07	283260	30.793	1.85E+06	-0.034402	0.273301	-18.845	-18.756	5.335	152.25	730	0.0525	0.1288	0.1429	0.2207	7.71	-7.712	1836	1189	1092	0.008242
QC_Shew_12_03_Run-04_17Jan13_Rogue_12-10-04	0.000527	0.002637	32.9374	28.3265	78.45	86.96	43.37	72.4	90.26	2.347	2.425	503	4913	1.718	1.269	4	3	722.3937	0.006845	0.290897	0	0.1075	95.795	236595	33.788	1542300	0.006256	0.272551	3.873	3.885	6.474	140.75	742	0.0553	0.1269	0.1531	0.2121	7.69	-7.693	1850	1185	1089	0.008264
QC_Shew_12_03_Run-04_21Jan13_Rogue_12-10-04	0.00042	0.002939	34.3961	33.9864	69.82	82.93	35.21	36.2	81.67	2.618	2.703	677	6744	1.715	1.266	9	4	784.4192	0.00577	0.368725	0	0.091	56.96	346290	24.63	1.50E+06	-0.017718	0.265444	-8.956	-8.945	6.878	122.45	769	0.0552	0.1137	0.1373	0.2092	7.45	-7.451	2316	1557	1430	0.011888
QC_Shew_12_03_Run-05_16Jan13_Lion_12-10-03	0.000658	0.003289	26.0494	28.6763	81.66	104.14	35.72	42.17	101.12	2.774	3.391	418	3903	1.639	1.233	5	5	811.4128	0.003728	0.412861	0	0.104	25.96	338985	16.146	1.67E+06	-0.034084	0.266866	-16.835	-16.702	5.767	114.15	775	0.0124	0.1261	0.1522	0.208	7.31	-7.31	1481	1003	926	0.010799
QC_Shew_12_03_Run-05_17Jan13_Rogue_12-10-03	0	0.002761	31.325	28.5076	78.69	96.3	34.76	41.22	94.01	3.268	2.686	498	4681	1.714	1.249	4	8	776.2467	0.00387	0.397833	0	0.104	37.96	303530	15.711	1499500	-0.019976	0.2669	-10.027	-9.771	6.613	121.95	767	0.0319	0.1338	0.1545	0.2226	7.42	-7.422	1772	1204	1121	0.010705
QC_Shew_12_03_Run-05_21Jan13_Rogue_12-10-03	0.001325	0.002208	31.9191	34.9321	78.24	92.63	31.9	47.68	96.98	2.465	2.612	625	6245	1.7	1.29	3	4	755.16	0.008621	0.293103	0	0.085	90.75	331890	42.561	1616800	-0.054736	0.263278	-30.296	-30.295	6.304	134.95	758	0.0489	0.1144	0.1341	0.2021	7.49	-7.493	2212	1410	1297	0.009252
QC_Shew_12_03_Run-06_16Jan13_Lion_12-10-04	0.00395	0.002257	32.2249	27.0288	81	91.41	40.33	86.2	94.7	2.118	2.382	498	4803	1.738	1.311	3	2	707.3802	0.007331	0.291789	0	0.115	88.83	207875	29.753	1619800	-0.027161	0.278196	-17.326	-17.326	6.208	156.3	737	0.0495	0.1229	0.1433	0.2062	7.72	-7.717	1729	1074	989	0.0091
QC_Shew_12_03_Run-06_17Jan13_Rogue_12-10-04	0.001081	0.001622	32.2999	28.1425	84.21	97.55	43.35	70.97	102.34	2.118	2.407	498	4809	1.737	1.29	4	4	716.6382	0.007143	0.314286	0	0.131	82.26	206190	28.53	1456550	-0.024955	0.275341	-15.525	-15.348	6.81	149.2	747	0.0495	0.1177	0.1582	0.2154	7.66	-7.662	1805	1121	1028	0.009728
QC_Shew_12_03_Run-06_21Jan13_Rogue_12-10-04	0	0.000403	35.1353	34.6375	71.56	81.83	45.22	32.09	83.92	2.882	2.3	690	6878	1.671	1.257	5	9	784.9021	0.008287	0.361326	0	0.097	61.79	329290	20.68	1448300	-0.032606	0.264091	-16.954	-16.928	6.988	126.8	772	0.0591	0.116	0.1463	0.213	7.45	-7.455	2414	1601	1465	0.010922
QC_Shew_12_03_Run-07_16Jan13_Lion_12-10-03	0.000739	0.006647	23.6532	28.2414	84.78	116.42	38.78	36.95	117.46	2.531	3.508	375	3549	1.619	1.224	5	4	814.4216	0.004188	0.413613	0	0.358	22.38	317210	18.081	1590100	-0.007473	0.26799	-3.274	-3.107	5.999	107.7	781	0.0067	0.1109	0.1531	0.1989	7.24	-7.242	1325	890	823	0.010936
QC_Shew_12_03_Run-07_17Jan13_Rogue_12-10-03	0	0.000633	30.364	25.9518	77.85	98.3	36.18	40.5	97.21	2.96	3.373	466	4525	1.653	1.247	5	7	776.911	0.00448	0.412186	0	0.132	33.7	250190	16.148	1.27E+06	-0.017748	0.266525	-9.932	-9.662	7.78	126.4	773	0.0256	0.1139	0.1416	0.2045	7.34	-7.344	1561	1084	1005	0.010945
QC_Shew_12_03_Run-07_21Jan13_Rogue_12-10-03	0	0.004125	31.5425	34.0176	74.78	87.64	31.75	50.39	89.33	2.43	2.238	615	6154	1.719	1.306	0	3	746.8942	0.005307	0.28125	0	0.102	80.15	256420	36.122	1429250	-0.056642	0.270104	-32.007	-31.981	7.013	136.1	758	0.0402	0.1129	0.1314	0.1995	7.47	-7.474	2128	1315	1210	0.010744
QC_Shew_12_03_Run-08_16Jan13_Lion_12-10-04	0.002145	0.002145	32.9621	27.8805	78.47	86.74	43.73	79.38	91.51	2.402	2.256	528	4903	1.725	1.274	1	3	715.8653	0.004848	0.286704	0	0.112	90.65	216480	37.56	1560200	-0.030248	0.27817	-16.982	-16.969	6.269	148.55	739	0.0493	0.1248	0.1481	0.2194	7.67	-7.671	1824	1173	1073	0.008388
QC_Shew_12_03_Run-08_21Jan13_Rogue_12-10-04	0.001339	0.001785	34.367	32.1238	72.55	85.16	32.88	31.6	87.92	2.625	3.263	684	6722	1.653	1.259	7	5	796.4248	0.006154	0.372923	0	0.097	51.5	322800	26.945	1354200	-0.052003	0.262964	-27.563	-27.38	7.318	126	778	0.049	0.117	0.129	0.1966	7.37	-7.365	2185	1455	1329	0.014296
QC_Shew_12_03_Run-09_16Jan13_Lion_12-10-03	0.001086	0.004343	30.9713	29.2852	79.78	98.01	33.23	36.32	102.37	2.789	2.723	466	4653	1.684	1.258	8	8	783.1492	0.003005	0.380917	0	0.099	40.53	317405	17.379	1611150	-0.040936	0.273432	-21.922	-21.908	6.048	123.3	762	0.0352	0.124	0.1532	0.2281	7.43	-7.43	1800	1191	1112	0.01259
QC_Shew_12_03_Run-09_21Jan13_Rogue_12-10-03	0.000895	0.002685	32.0683	34.333	77.28	88.94	31.88	54.1	91.35	2.243	2.62	626	6262	1.75	1.302	1	3	742.0291	0.005744	0.278001	0	0.094	91.42	289750	39.478	1507500	-0.059976	0.264494	-32.835	-32.817	6.59	132.6	757	0.0469	0.1103	0.1235	0.2122	7.5	-7.5	2185	1352	1239	0.008878
QC_Shew_12_03_Run-10_16Jan13_Lion_12-10-04	0.001577	0.001052	31.528	29.6562	81.45	92.7	42.4	73.49	95.2	2.369	2.709	497	4695	1.698	1.274	5	9	718.2246	0.009682	0.305671	0	0.117	83.985	222800	33.216	1460300	-0.008514	0.277394	-5.505	-5.395	6.517	141.05	738	0.0553	0.1348	0.1478	0.214	7.7	-7.704	1854	1207	1107	0.007227
