Filename	C_1A	C_1B	C_2A	C_2B	C_3A	C_3B	C_4A	C_4B	C_4C	DS_1A	DS_1B	DS_2A	DS_2B	DS_3A	DS_3B	IS_1A	IS_1B	IS_2	IS_3A	IS_3B	IS_3C	MS1_1	MS1_2A	MS1_2B	MS1_3A	MS1_3B	MS1_5A	MS1_5B	MS1_5C	MS1_5D	MS2_1	MS2_2	MS2_3	MS2_4A	MS2_4B	MS2_4C	MS2_4D	P_1A	P_1B	P_2A	P_2B	P_2C	P_3
QC_Shew_12_02_Run-07_5Dec12_Lion_12-10-03	0.011111	0	19.3875	9.3359	51.5	61.39	29.43	40.31	60.66	4.2	2.308	2848	1639	1.742	1.157	50	52	847.9936	0	0.572052	0	10	0	0	73.835	69296	-0.055425	0.255147	-25.534	-25.288	100	48.13	672	0.0135	0.0377	0.0889	0.2066	7.06	-7.061	352	199	184	0.016304
QC_Shew_12_02_Run-07_5Sep12_Eagle_12-06-09	NULL	NULL	0	NULL	19.23	19.94	12.53	75.77	26.45	0	0	0	0	0	0	40	26	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.93	-5.933	0	0	0	0
QC_Shew_12_02_Run-07_6Dec12_Lion_12-10-03	0.025397	0	17.0959	18.4255	52.06	69.3	28.6	44.92	76.75	4.704	3.6	335	3303	1.506	1.164	15	12	873.6221	0	0.43508	0	1.002	18.11	61993.5	92.44	926332	-0.026281	0.242236	-14.975	-14.427	10.826	81.625	832	0.0104	0.0433	0.0757	0.1323	7.03	-7.031	622	368	350	0.011429
QC_Shew_12_02_Run-07_7Dec12_Lion_12-10-03	0	0.000653	19.7271	38.6778	46.1	52.89	30.97	38.64	50.95	5.304	7.074	444	3849	1.511	1.123	11	7	802.9099	0.007813	0.321181	0	0.086	48.49	364095	20.595	1701700	-0.07114	0.264003	-39.781	-39.297	5.614	128.95	818	0.0991	0.1399	0.1492	0.2044	7.51	-7.506	1504	1298	1223	0.017171
QC_Shew_12_02_Run-08_12Dec12_Lion_12-10-04	0	0.005162	20.9716	31.948	67.93	77.95	59.29	40.85	82.51	4	4.5	429	4126	1.66	1.23	18	17	805.6267	0.013052	0.348394	0	0.2405	43.56	590270	12.079	2.18E+06	-0.049355	0.258559	-25.392	-25.355	4.854	111.5	779	0.0813	0.1124	0.1427	0.1912	7.42	-7.421	1322	1021	956	0.014644
QC_Shew_12_02_Run-08_13Dec12_Lion_12-10-04	0	0	17.8187	28.79	78.49	83.63	55.78	67.33	82.55	3.55	4.027	352	3419	1.783	1.258	51	49	727.0394	0.016706	0.225537	0	10	65.99	424530	13.946	2104500	-0.051936	0.26127	-33.306	-33.278	4.946	146.35	752	0.1196	0.1201	0.1441	0.1883	7.74	-7.737	1012	766	721	0.016644
QC_Shew_12_02_Run-08_28Aug12_Eagle_12-06-13	0.001145	0	15.4442	28.2954	55.66	78.37	38.22	27.02	78.67	7.655	7.909	238	2383	1.443	1.096	0	0	751.8978	0.001764	0.537919	0	10	39.54	15856	17.178	83814	-0.100628	0.249938	-55.325	-55.307	100	138.25	818	0.0199	0.1251	0.1502	0.1616	7.14	-7.144	858	786	749	0.018692
QC_Shew_12_02_Run-08_4Sep12_Eagle_11-10-18	0.00086	0.004299	15.6659	37.0869	44.12	56.46	43.82	31.9	62.99	5.321	6.667	273	2730	1.552	1.171	0	0	832.9079	0.022892	0.378313	0	0.336	36.62	89786	12.836	325896	-0.019161	0.225815	-9.388	-9.207	37.023	107.15	850	0.0119	0.1215	0.1679	0.1927	7.16	-7.161	1135	966	896	0.024554
QC_Shew_12_02_Run-08_6Sep12_Eagle_11-10-18	0	0.002078	16.4537	43.6984	49.47	65.16	53.54	27.32	71.55	5.987	5.3	273	2723	1.478	1.148	0	0	860.9807	0.017561	0.39122	0	0.473	37.89	61862	13.932	208841	0.001828	0.220237	0.723	0.758	56.061	106.3	845	0.0382	0.21	0.2133	0.1994	7.3	-7.296	1408	1224	1130	0.022124
QC_Shew_12_02_Run-08_8Dec12_Lion_12-10-04	0.001821	0.007286	19.0364	43.1279	55.42	61.7	28.31	47.76	59.28	4.844	7.033	378	3758	1.62	1.189	9	11	828.0599	0.007341	0.336052	0	10	40.93	336145	18.439	1518900	-0.072546	0.256668	-41.11	-40.597	6.396	122	838	0.1164	0.1745	0.1741	0.2217	7.63	-7.626	1615	1339	1265	0.016601
QC_Shew_12_02_Run-09_11Dec12_Lion_12-10-03	0.010438	0.012526	23.443	10.1096	45.91	44.44	78.91	26.53	77.26	3.269	2.6	393	3926	1.953	1.258	8	11	805.3779	0.005814	0.386628	0	10	16.625	19927.5	179.875	1782700	-0.046001	0.255619	-28.338	-26.263	7.598	85.22	788	0.006	0.0435	0.061	0.1259	7.05	-7.048	468	282	266	0.003759
QC_Shew_12_02_Run-09_23Aug12_Eagle_12-06-09	0	0.006659	9.3357	47.9878	35.78	37.28	29.5	32.14	43.82	5.67	4.762	163	1629	1.505	1.129	1	0	888.4805	0.024272	0.433657	0	1.993	26.5	101410	28.858	3.21E+05	-0.018616	0.229611	-10.192	-9.928	37.267	90.8	880	0.0023	0.0202	0.1811	0.2158	6.99	-6.994	879	745	684	0.020468
QC_Shew_12_02_Run-09_24Aug12_Eagle_12-06-09	0	0	15.5075	39.7872	33.52	45.29	23.72	27.41	54.53	6.217	6	276	2764	1.506	1.119	0	0	784.8775	0.018328	0.403207	0	0.4855	56.15	75084	18.46	328501	-0.077296	0.237188	-42.468	-42.21	31.151	137.55	842	0.0211	0.124	0.1855	0.2113	7.22	-7.22	1201	1067	998	0.027054
QC_Shew_12_02_Run-09_28Aug12_Eagle_12-06-09	0	0	15.7948	25.1349	57.99	78.88	34.42	31.46	87.34	8.013	9.5	243	2433	1.435	1.093	0	0	741.3645	0	0.468519	0	10	36.12	15328.5	15.407	79336	-0.107766	0.252216	-63.164	-63.056	100	129.45	827	0.0277	0.0939	0.1435	0.1476	7.09	-7.092	779	715	683	0.01757
QC_Shew_12_02_Run-09_5Dec12_Lion_12-10-03	0.020888	0	19.1842	9.9561	46.61	55.64	18.27	56.32	43.46	4.419	2.583	2775	1642	2.007	1.179	45	49	850.9817	0	0.507874	0	10	0	0	92.062	108586	-0.006186	0.25655	-4.589	-3.144	100	52.82	671	0.011	0.0591	0.0981	0.212	7.11	-7.112	373	213	196	0.020408
QC_Shew_12_02_Run-09_5Sep12_Eagle_12-06-09	0	0.001048	13.1712	36.2154	58.72	77.42	38.98	23.32	79.15	6.929	8.909	220	2200	1.483	1.103	1	1	825.7903	0.014815	0.398519	0	10	32.805	58252	11.828	241970	-0.030281	0.220414	-14.687	-14.656	46.287	127.1	851	0.0082	0.1327	0.1875	0.1929	7.17	-7.167	935	825	782	0.017903
QC_Shew_12_02_Run-09_6Dec12_Lion_12-10-03	0.042722	0	18.4105	17.2184	59.32	83.35	35.7	44.92	93.9	3.754	2.708	357	3565	1.606	1.222	7	7	854.6013	0.002336	0.474299	0	1.034	17.09	74949	99.354	1039000	-0.054635	0.24057	-28.054	-27.944	9.842	76.185	831	0.0122	0.0529	0.0734	0.1372	7.03	-7.032	622	380	352	0.017045
QC_Shew_12_02_Run-09_6Sep12_Eagle_12-06-09	NULL	NULL	0	NULL	31.12	19.72	10.78	40.15	33.75	0	0	0	0	0	0	10	7	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.7	-5.7	0	0	0	0
QC_Shew_12_02_Run-10_13Dec12_Lion_12-10-04	0	0	11.6007	31.9808	89.6	102.47	49.27	56.57	111.2	3.529	3.355	227	2216	1.66	1.217	41	42	757.8887	0.011905	0.272109	0	10	50.65	54.79	11.804	1938900	-0.060822	0.26433	-37.703	-37.34	5.126	140.95	778	0.1201	0.1251	0.155	0.2158	7.55	-7.549	726	548	505	0.029703
QC_Shew_12_02_Run-10_21Sep12_Eagle_12-06-13	0.001149	0	15.6017	27.8816	48.61	66.82	33.14	27.06	72.66	6.768	19	237	2374	1.542	1.138	0	0	753.728	0.001565	0.359937	0	5.4785	53.97	13122	16.513	70822	-0.001422	0.211204	-1.034	-0.962	100	139.95	694	0.0188	0.1291	0.1567	0.1748	7.11	-7.112	853	755	733	0.0191
QC_Shew_12_02_Run-10_22Aug12_Eagle_12-06-13	0	0	2.3748	2.9476	53.62	52.96	27.56	80.69	49.63	3.5	0	36	358	1.015	0.871	0	1	960.3202	0	0.833333	0	10	13.29	880.2745	2.476	3104	-0.018186	0.168956	-9.014	0.111	100	12.925	191	0	0.0017	0.0075	0	6.69	-6.686	11	10	9	0
QC_Shew_12_02_Run-10_24Aug12_Eagle_12-06-13	0	0.0008	15.9275	39.1147	33.02	42.37	23.75	28.55	51.59	6.836	5.333	283	2836	1.507	1.139	1	0	786.9152	0.018519	0.428241	0	0.488	60.05	73152	21.448	330905	-0.088365	0.236483	-48.577	-48.482	31.665	145.7	850	0.0252	0.1473	0.1699	0.2083	7.24	-7.242	1224	1088	1015	0.019704
QC_Shew_12_02_Run-10_4Sep12_Eagle_12-06-13	0	0.000798	15.5583	40.1715	36.53	45.74	35.09	24.73	51.44	6.74	5.522	274	2738	1.527	1.142	1	0	833.393	0.019274	0.401361	0	0.344	47.52	86553	11.597	340609	-0.013203	0.216685	-7.649	-7.63	33.535	122.6	844	0.008	0.1373	0.1785	0.2016	7.19	-7.195	1225	1057	997	0.023069
QC_Shew_12_02_Run-10_5Sep12_Eagle_12-06-13	NULL	NULL	0	NULL	51.99	64.8	26.63	5.86	49.4	0	0	0	0	0	0	29	22	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.29	-6.29	0	0	0	0
QC_Shew_12_02_Run-10_6Sep12_Eagle_12-06-13	0.000538	0.005382	16.3142	56.6991	47.72	56.26	35.93	27.89	57.42	5.004	6.105	275	2751	1.534	1.131	1	0	865.0959	0.044289	0.399378	0	2.86	51.77	61965	15.941	240048	0.009609	0.218145	4.801	4.9	52.067	125.5	817	0.0661	0.2686	0.2857	0.2335	7.57	-7.574	1812	1577	1423	0.020379
QC_Shew_12_02_Run-10_7Dec12_Lion_12-10-04	0	0	19.6312	38.6629	47.96	56.84	36.38	38.8	54.23	4.969	5.417	399	3856	1.551	1.137	9	6	795.0716	0.0062	0.341895	0	0.082	55.22	389980	20.381	1.73E+06	-0.07313	0.264368	-41.163	-40.948	5.593	129.5	813	0.0965	0.1322	0.1632	0.1961	7.54	-7.541	1490	1260	1187	0.021061
QC_Shew_12_02_Run-10a_25Sep12_Eagle_12-06-13	0	0	2.5305	1.1855	56.83	55.15	37.7	74.68	56.22	0	0	38	377	1.312	0.927	0	0	1000.549	0	0.5	0	10	11.07	1202.2	1.117	3838	-0.321541	0.2972	-160.844	-38.695	100	8.24	256	0	0.0007	0.0014	0	6.69	-6.692	3	3	3	0
QC_Shew_12_02_Run-11_12Dec12_Lion_12-10-03	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL
QC_Shew_12_02_Run-11_21Sep12_Eagle_12-01-12	0	0	7.3724	2.9841	35.17	32.42	26.99	73.2	33.05	12	0	111	1104	1.214	1.046	0	0	727.5251	0	0.826087	0	10	73.04	1287.25	7.65	10569	-0.04801	0.237624	-25.004	-22.877	100	27.88	445	0.0006	0.0012	0.0061	0.0176	6.78	-6.783	42	42	39	0
QC_Shew_12_02_Run-11_22Aug12_Eagle_12-06-09	0	0	5.5367	2.1674	76.66	72.83	38.92	110.66	78.12	2.75	4	83	832	1.184	1.067	4	4	947.4888	0	1.444444	0	10	12.6	1009.2	5.56	3.67E+03	0.032918	0.221258	15.306	18.809	100	20.925	224	0	0.003	0.0098	0.0038	6.74	-6.743	21	20	15	0.066667
QC_Shew_12_02_Run-11_23Aug12_Eagle_12-06-09	0	0.002545	9.0928	43.221	33.49	36.35	21.59	27.46	47.06	6.973	6.727	159	1595	1.494	1.141	1	0	904.6708	0.017078	0.474383	0	2.196	25.49	100920	32.932	3.19E+05	-0.044396	0.230715	-21.747	-21.675	36.857	95.43	899	0.0028	0.0169	0.1423	0.2057	6.96	-6.962	769	640	601	0.019967
QC_Shew_12_02_Run-11_24Aug12_Eagle_12-06-09	0	0	15.5012	37.61	34.54	47.09	24.65	25.9	56.51	5.849	8.688	277	2766	1.539	1.131	0	0	782.4099	0.016867	0.391566	0	0.466	57.23	75234.5	18.786	344538	-0.072486	0.237503	-42.862	-42.76	31.412	143.75	847	0.0199	0.1273	0.1627	0.2046	7.2	-7.203	1148	1029	958	0.015658
QC_Shew_12_02_Run-11_5Sep12_Eagle_12-06-09	NULL	NULL	0	NULL	17.9	17.05	21.52	6.76	15.99	0	0	0	0	0	0	8	3	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16	-6.156	0	0	0	0
QC_Shew_12_02_Run-11_6Sep12_Eagle_12-01-12	NULL	NULL	0	NULL	32.54	37.59	17.23	37.66	23.24	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.24	-6.244	0	0	0	0
QC_Shew_12_02_Run-11_7Dec12_Lion_12-10-03	0.000664	0	19.7433	38.1395	48.37	57.83	37.64	39.67	56.91	4.843	6.387	401	3878	1.586	1.156	8	15	805.2112	0.004505	0.352252	0	0.083	50.97	376150	22.847	1.83E+06	-0.067761	0.264261	-39.599	-39.279	5.332	134	825	0.0972	0.1267	0.157	0.2033	7.51	-7.509	1478	1258	1181	0.017782
QC_Shew_12_02_Run-12_12Dec12_Lion_12-10-04	0	0.007087	20.2767	30.9715	67.67	76.88	72.47	36.88	78.5	4.012	3.711	408	3997	1.634	1.204	23	22	805.9159	0.007568	0.365405	0	10	35.43	623820	11.885	2.31E+06	-0.06977	0.262034	-37.372	-37.246	4.621	118.05	768	0.0721	0.1199	0.1473	0.2055	7.42	-7.422	1238	948	892	0.015695
QC_Shew_12_02_Run-12_23Aug12_Eagle_12-06-13	0	0.012107	8.5569	48.0314	32	33.35	21.17	26.55	45.87	6.193	6.917	150	1501	1.545	1.161	2	0	907.4863	0.018349	0.497248	0	2.407	27.28	101130	37.24	3.42E+05	-0.013301	0.227076	-6.919	-6.9	36.916	89.68	898	0.0005	0.0165	0.1453	0.2244	6.99	-6.991	806	664	610	0.018033
QC_Shew_12_02_Run-12_4Sep12_Eagle_11-10-18	0	0.001727	16.3302	35.4558	43.43	57.52	43.23	29.48	67.55	5.29	5.111	284	2846	1.51	1.143	1	0	825.4283	0.016352	0.440252	0	0.351	42.165	85138	15.892	315218	-0.018809	0.224104	-10.747	-10.663	37.643	109.15	849	0.0159	0.1192	0.166	0.1942	7.18	-7.177	1139	961	891	0.017957
QC_Shew_12_02_Run-12_5Sep12_Eagle_12-06-13	0.000851	0.011064	12.6622	46.3585	64.35	74.84	32.93	24.36	72.89	6.455	4.48	214	2138	1.574	1.156	1	0	933.8168	0.021438	0.460277	0	10	32	86254	16.005	278590	-0.008938	0.222289	-4.988	-4.775	49.05	97.65	879	0.0093	0.1377	0.1815	0.2168	7.12	-7.115	1148	937	862	0.024362
QC_Shew_12_02_Run-12_6Sep12_Eagle_11-10-18	0.000697	0.004878	15.945	44.9044	62.01	78.13	55.4	28.25	83.69	6.098	4.371	263	2626	1.528	1.161	0	0	865.9273	0.025717	0.39367	0	1.9565	35.3	57889	11.336	193515	0.011849	0.222937	7.486	7.491	62.788	98.205	837	0.0532	0.2073	0.2175	0.1895	7.31	-7.314	1404	1197	1111	0.021602
QC_Shew_12_02_Run-12_8Dec12_Lion_12-10-04	0.000612	0.004896	19.3977	42.0153	54.88	63.11	38.38	43.96	66.42	5.035	6.733	386	3825	1.646	1.197	5	4	830.4475	0.005947	0.382328	0	10	20.41	29836	19.945	1542100	-0.070419	0.25095	-33.938	-33.865	6.596	125	846	0.1181	0.1674	0.1741	0.2318	7.57	-7.574	1603	1330	1248	0.019231
QC_Shew_12_02_Run-12a_25Sep12_Eagle_11-10-18	0	0	0.744	4.0323	45.42	39.01	28.19	111.17	32.14	0	0	11	111	1.084	0.788	0	0	1024.057	0	2	0	10	46.96	2263	1.282	4554	0.322479	0.259083	157.607	161.341	100	16.065	246	0	0	0	0.0022	6.69	-6.687	3	3	3	0
QC_Shew_12_02_Run-13_23Aug12_Eagle_12-06-09	0	0.005263	8.3424	45.5504	33.65	35.69	25.36	28.4	44.17	5.726	7.636	146	1466	1.561	1.19	1	1	904.456	0.011429	0.43619	0	2.472	27.025	105745	21.696	3.45E+05	-0.03979	0.225117	-20.746	-20.711	36.114	86.02	903	0.0009	0.0085	0.1374	0.2099	6.97	-6.972	742	620	573	0.027923
QC_Shew_12_02_Run-13_28Aug12_Eagle_12-06-09	0	0	15.3002	25.0977	64.52	79.97	37.7	59.33	84.28	9.2	5.417	229	2295	1.424	1.098	0	0	748.3932	0	0.474088	0	10	35.27	9596.1	19.809	52524	-0.114721	0.245431	-65.374	-64.277	100	127.3	781	0.0358	0.0833	0.1345	0.1553	7.12	-7.119	754	692	664	0.016566
QC_Shew_12_02_Run-13_4Sep12_Eagle_12-06-09	0	0.00107	12.0765	38.6701	37.07	54.59	29.07	26.28	56.56	5.565	5.4	210	2106	1.517	1.136	1	0	869.2323	0.016129	0.491935	0	0.902	34.29	84015	12.631	369107	0.004249	0.219238	2.214	2.429	35.273	101.7	874	0.0004	0.0308	0.1679	0.2166	7.07	-7.067	921	794	731	0.010944
QC_Shew_12_02_Run-13_5Sep12_Eagle_12-06-09	0	0	4.0772	24.7719	60.47	77.16	26.6	49.47	73.69	6.391	11.5	71	711	1.391	1.095	8	4	688.3669	0.017544	0.146199	0	10	74.69	62502	14.24	298647	-0.121406	0.214921	-78.664	-78.184	30.847	152.1	819	0	0.0172	0.1483	0.0979	6.96	-6.963	198	181	171	0.005848
QC_Shew_12_02_Run-13_7Dec12_Lion_12-10-03	0	0.000664	19.7613	38.1048	49.63	57.52	32.98	45.43	56.98	5.484	6.067	410	3879	1.604	1.167	7	6	797.8927	0.006352	0.360254	0	0.2025	31.48	122105	22.443	1.72E+06	-0.050621	0.258869	-26.68	-26.564	5.478	133.5	823	0.103	0.1429	0.1508	0.1987	7.52	-7.516	1479	1274	1199	0.019183
QC_Shew_12_02_Run-14_23Aug12_Eagle_12-06-13	0	0.012228	8.1314	45.2567	32.27	32.5	21.59	32.25	38.74	5.779	7	142	1423	1.53	1.153	0	1	901.8987	0.016985	0.545648	0	2.759	26.31	98846	53.969	3.17E+05	-0.024991	0.227849	-13.768	-13.23	40.108	95.875	895	0.0028	0.0135	0.1088	0.2176	6.99	-6.992	722	587	537	0.018622
QC_Shew_12_02_Run-14_24Aug12_Eagle_12-06-13	0	0	14.945	35.2626	34.66	45.69	28.68	28.54	55.55	6.067	7.5	265	2645	1.456	1.119	0	0	775.2388	0.008152	0.429348	0	0.6435	53.64	63101	19.338	276939	-0.105841	0.24823	-55.878	-55.533	35.505	146.1	861	0.0153	0.1263	0.152	0.1808	7.15	-7.153	1031	909	853	0.023447
QC_Shew_12_02_Run-14_6Sep12_Eagle_12-06-13	0	0.007422	12.9198	57.199	50.54	61.62	30.02	28.02	63.51	5.202	5.235	220	2198	1.506	1.125	0	0	887.435	0.02988	0.446215	0	10	40.52	78808	13.392	294475	0.009149	0.22173	5.137	5.353	43.903	115.5	848	0.0025	0.1614	0.301	0.2764	7.24	-7.242	1442	1244	1124	0.02758
QC_Shew_12_02_Run-15_13Dec12_Lion_12-10-03	0	0	12.5255	29.3002	92.63	97.52	69.92	67.37	101.68	3.117	4.286	262	2405	1.643	1.222	27	30	773.8955	0.006957	0.283478	0	10	65.23	82.6925	8.63	2172100	-0.065656	0.261026	-41.599	-41.505	4.532	112.65	795	0.1304	0.1251	0.1546	0.2248	7.68	-7.676	716	553	517	0.027079
QC_Shew_12_02_Run-15_22Aug12_Eagle_12-06-09	0	0	4.0971	2.1967	71.19	68.97	34.12	76.72	65.76	10	1	62	619	1.046	0.937	4	3	947.4888	0	1.5	0	10	13.19	1028.55	10.909	4.16E+03	-0.161366	0.228662	-67.091	-62.36	100	18.47	214	0.0026	0.0017	0.0087	0	6.66	-6.657	15	13	12	0
QC_Shew_12_02_Run-15_28Aug12_Eagle_12-06-09	0.001304	0	14.9479	25.6223	65.76	77.87	40.96	61.4	81.59	7.012	16.6	223	2232	1.371	1.06	0	0	743.5415	0	0.578189	0	10	35.15	8439	16.436	46056	-0.121276	0.250526	-73.969	-73.879	100	122	758	0.0308	0.089	0.1419	0.151	7.13	-7.126	757	692	663	0.012066
QC_Shew_12_02_Run-15_5Sep12_Eagle_12-06-09	NULL	NULL	0	NULL	23.78	26.2	6.95	58.87	69.2	0	0	0	0	0	0	9	11	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.37	-6.366	0	0	0	0
QC_Shew_12_02_Run-15_8Dec12_Lion_12-10-03	0.002522	0.005044	17.3073	22.9383	70.13	83.18	34.03	67.32	98.15	5.903	11.625	305	2829	1.544	1.131	9	9	741.4379	0	0.621677	0	3.6405	29.2	18353	16.125	137783	-0.073356	0.255299	-39.553	-39.416	72.158	122.05	789	0.0396	0.1012	0.0994	0.1243	7.14	-7.144	777	669	643	0.020218
QC_Shew_12_02_Run-16_12Dec12_Lion_12-10-04	0.000832	0.009151	18.9985	31.0024	72.17	78.35	71.09	46.39	77.32	4.14	3.925	384	3746	1.586	1.158	15	15	835.4903	0.004551	0.362912	0	10	33.89	629480	12.227	2.23E+06	-0.049905	0.25942	-25.67	-25.107	4.588	107.2	778	0.0789	0.1264	0.1375	0.1997	7.38	-7.381	1156	902	848	0.022406
QC_Shew_12_02_Run-16_28Aug12_Eagle_12-06-13	0	0	15.0651	26.8833	35.16	53.88	28.7	24.68	60.99	8.56	15	226	2257	1.43	1.087	0	0	760.3786	0	0.528409	0	4.903	36.77	9896.45	17.201	53393	-0.101716	0.251475	-55.207	-55.197	100	128.6	786	0.0164	0.0774	0.1526	0.1812	7.14	-7.143	789	732	704	0.024148
QC_Shew_12_02_Run-16_4Sep12_Eagle_11-10-18	0	0.001857	16.1504	33.25	63.05	86.87	70.22	30.09	91.79	6.509	4.783	280	2809	1.641	1.173	1	1	813.0567	0.011889	0.410832	0	10	39.68	79550	17.491	314493	-0.018196	0.229405	-10.247	-10.21	38.449	104.7	859	0.0192	0.1215	0.1585	0.19	7.21	-7.209	1057	902	848	0.016509
QC_Shew_12_02_Run-16_6Dec12_Lion_12-10-04	0.001262	0.004416	19.5067	40.5502	48.43	56.26	35.26	36.86	54.86	4.572	6.515	388	3848	1.582	1.151	6	6	800.9257	0.006826	0.345563	0	0.067	56.97	467625	23.925	1997200	-0.043776	0.25435	-23.013	-22.964	4.98	133.25	811	0.0969	0.1453	0.1598	0.2002	7.54	-7.537	1554	1311	1224	0.018791
QC_Shew_12_02_Run-16_6Sep12_Eagle_11-10-18	0.001768	0.002653	16.1494	34.862	51.96	66.76	52.84	32.04	79.39	5.124	7.211	272	2717	1.563	1.169	0	0	844.4648	0.012484	0.399501	0	0.448	30.39	68524	28.789	232651	-0.026461	0.228843	-15.319	-15.106	52.61	94.005	856	0.028	0.1294	0.1714	0.1622	7.17	-7.169	1107	915	858	0.016317
QC_Shew_12_02_Run-18_23Aug12_Eagle_12-06-13	0.001757	0.012302	6.646	42.582	33.68	32.27	26.02	27.17	29.7	7.362	3.133	115	1153	1.547	1.149	1	2	944.8186	0.016854	0.581461	0	3.061	27.945	88909	46.824	285121	-0.052511	0.228988	-25.6	-25.543	45.452	87.395	910	0.0029	0.0121	0.061	0.1976	6.93	-6.931	556	443	411	0.017032
QC_Shew_12_02_Run-2_22Aug12_Eagle_12-06-13	0	0	13.2906	7.9756	60.73	68.14	27.84	47.45	71	11.333	7.5	199	1987	1.236	1.004	1	0	791.1609	0	0.590909	0	10	11.7	2086.2	6.007	8309	-0.037047	0.239108	-15.934	-15.057	100	34.54	417	0.0092	0.0266	0.0488	0.0293	6.89	-6.894	207	193	185	0.016216
QC_Shew_12_02_Run-20_23Aug12_Eagle_12-06-13	0	0.007984	6.3459	39.5531	40.06	41.44	26.13	24.94	31.41	5.709	9.167	110	1097	1.499	1.16	5	6	943.5151	0.00974	0.616883	0	3.3065	24.73	81294	38.876	280549	-0.088553	0.243103	-50.821	-50.09	43.96	79.14	901	0.0025	0.0069	0.0515	0.1862	6.95	-6.945	488	398	372	0.026882
QC_Shew_12_02_Run-21_23Aug12_Eagle_12-06-09	0	0.004651	6.0632	35.4598	60.43	68.02	43.72	28.7	65.51	7.462	3.9	105	1052	1.534	1.143	3	5	939.3489	0.01476	0.571956	0	10	21.9	82291	21.498	261308	-0.035453	0.232344	-18.289	-18.074	45.558	79.245	934	0.0005	0.0036	0.0499	0.1663	6.94	-6.937	421	366	339	0.017699
QC_Shew_12_02_Run-22_23Aug12_Eagle_12-06-13	0	0.015152	6.4215	35.9729	36.43	36.44	20.39	29.49	29.87	8.647	3.778	110	1102	1.623	1.201	1	1	940.6945	0.014134	0.618375	0	5.262	28.14	82513	52.496	287434	-0.061851	0.241063	-29.224	-28.864	49.086	83.915	888	0.002	0.0055	0.0494	0.173	6.94	-6.943	452	365	339	0.020649
QC_Shew_12_02_Run-7_22Aug12_Eagle_12-06-09	0	0.018519	7.9978	3.501	57.77	57.25	30.13	75.58	65.17	4.375	8	120	1206	1.385	1.013	0	1	919.9677	0	1.347826	0	10	12.85	1014.35	10.013	4635	-0.091386	0.265753	-44.517	-41.366	100	20.585	244	0.002	0.0072	0.0145	0.0118	6.8	-6.796	52	47	43	0.023256
QC_Shew_12_02_Run-8_22Aug12_Eagle_12-06-13	0	0	6.48	1.3889	54.85	52.91	31.45	81.05	52.84	3.333	0	97	974	1.32	1.062	0	1	959.4897	0	1.666667	0	10	12.225	930.3695	6.92	4577	0.054823	0.266002	27.688	39.939	100	17.66	220	0	0.0015	0.009	0.0015	6.73	-6.73	16	14	13	0
QC_Shew_12_02_Run-9_22Aug12_Eagle_12-06-09	0	0	5.1308	3.3133	56.71	53.87	28.16	91.64	55.01	5.333	1.5	77	774	1.297	0.954	0	1	892.469	0	1.133333	0	10	12.65	995.362	9.352	3620	0.008288	0.197057	3.02	7.714	100	19.385	204	0.0035	0.0042	0.0085	0.0063	6.78	-6.778	30	25	21	0.047619
QC_Shew_12_03_100ng_100nl_Run-01_7Feb13_Rogue_12-10-03	0.001189	0.001189	24.8515	33.2777	52.7	61.76	33.85	33.59	62.53	5.66	8.583	453	4532	1.628	1.112	1	2	809.434	0.006579	0.376645	0	0.6975	29.115	70164	14.796	3.78E+05	-0.041237	0.258643	-24.022	-23.944	26.06	103	786	0.0761	0.1173	0.1384	0.2214	7.36	-7.357	1602	1438	1353	0.033999
QC_Shew_12_03_100ng_100nl_Run-02_7Feb13_Rogue_12-10-04	0.001503	0.000501	26.4892	37.185	40.94	50.68	39.67	26.18	55.98	6.152	8.615	471	4712	1.647	1.106	2	7	816.824	0.002244	0.490651	0	1.192	37.33	48776	32.769	2.67E+05	-0.027312	0.266888	-16.115	-15.91	36.772	108.7	774	0.0833	0.1521	0.1564	0.2201	7.38	-7.384	1893	1649	1570	0.043312
QC_Shew_12_03_100ng_100nl_Run-03_7Feb13_Rogue_12-10-03	0.003155	0.000526	26.9719	34.7399	35.73	47.29	29.26	26.24	52.54	5.869	11.45	459	4590	1.62	1.101	10	7	782.9095	0.002239	0.417164	0	1.9335	41.45	23932.5	23.252	1.81E+05	-0.051917	0.264539	-29.685	-29.684	51.731	115.95	753	0.0304	0.1337	0.1656	0.2228	7.31	-7.311	1797	1594	1529	0.044474
