Filename	C_1A	C_1B	C_2A	C_2B	C_3A	C_3B	C_4A	C_4B	C_4C	DS_1A	DS_1B	DS_2A	DS_2B	DS_3A	DS_3B	IS_1A	IS_1B	IS_2	IS_3A	IS_3B	IS_3C	MS1_1	MS1_2A	MS1_2B	MS1_3A	MS1_3B	MS1_5A	MS1_5B	MS1_5C	MS1_5D	MS2_1	MS2_2	MS2_3	MS2_4A	MS2_4B	MS2_4C	MS2_4D	P_1A	P_1B	P_2A	P_2B	P_2C	P_3
QC_Shew_12_02_Run-08_23Aug12_Roc_12-04-09	0.000747	0.004484	24.5636	27.2761	19.95	21.42	14.99	17.66	21.42	7.39	4.731	892	2679	1.652	1.174	0	0	787.8957	0.029919	0.407365	0.096663	1.7705	238.6	930460	55.308	1.00E+07	0.005186	0.008365	2.855	2.855	3.289	102.5	930	0.0955	0.2212	0.2421	0.3217	8.75	-8.755	1312	1146	1054	0.018027
QC_Shew_12_02_Run-08_23Jul12_Roc_12-04-09	0	0.017627	19.1768	38.5361	20.87	21.44	18.62	12.44	21.48	7.183	6.55	697	2091	1.667	1.119	4	3	813.3946	0.013431	0.612943	0.161172	1.131	272.85	1433850	76.589	1.57E+07	0.012968	0.014679	6.422	6.428	3.021	97.195	736	0.1881	0.3099	0.3195	0.404	9.3	-9.299	1449	1203	1095	0.019178
QC_Shew_12_02_Run-08_25Aug12_Roc_12-04-09	0	0.008219	20.3674	26.9548	20.92	21.49	10.84	12.73	21.74	7.406	5.316	740	2220	1.591	1.137	1	0	840.4573	0.053672	0.408192	0.080508	1.809	157.4	6.60E+05	38.295	7.28E+06	0.032967	0.035688	17.365	17.37	3.079	80.02	1402	0.0066	0.206	0.2809	0.3033	7.67	-7.67	1082	941	868	0.012673
QC_Shew_12_02_Run-08_28Aug12_Roc_12-04-09	0	0.005525	19.8725	18.2664	20.94	21.47	14.63	16.83	21.92	8.767	5	722	2167	1.792	1.147	0	0	663.8598	0.015556	0.457778	0.126667	1.614	235.25	1072700	84.647	1.25E+07	-5.00E-06	0.006703	-0.001	0.01	2.407	117.8	1112	0.0565	0.1013	0.1162	0.1961	7.37	-7.371	712	630	593	0.020236
QC_Shew_12_02_Run-08_30Aug12_Roc_12-03-29	0	0	15.7396	0.3177	14.39	14.06	16.46	12.78	18.83	2	0	523	1567	1.063	0.821	3	4	696.8947	0	7	0	244.723	119.9	2.18E+03	2.647	8.40E+05	0.001783	0.008852	0.725	1.833	10.006	22.225	1750	0	0	0	0.0103	6.29	-6.292	8	4	4	0
QC_Shew_12_02_Run-08_4Sep12_Roc_12-04-09	0.000492	0.012789	23.0281	44.1634	21.28	21.37	15.43	18.1	21.8	6.636	6.5	842	2528	1.705	1.172	0	0	821.4641	0.024306	0.590278	0.138889	2.241	587.2	1922200	126.05	1.35E+07	0.006824	0.009519	3.35	3.351	5.928	125.65	859	0.2414	0.3314	0.3606	0.3846	10.07	-10.065	1985	1710	1519	0.022383
QC_Shew_12_02_Run-08_7Sep12_Andromeda_12-08-12	0	0	0	NULL	6.65	6.65	6.85	5.8	7.78	0	0	0	1	0.838	0	4	3	602.6634	0	0	0	31.581	0	0	0	31425	-0.006763	0.006763	-3.747	-3.747	33.582	0	733	0	0	0	0.0008	6.1	-6.095	1	1	1	0
QC_Shew_12_02_Run-08_8Jul12_Roc_12-04-09	0	0.011218	23.5585	53.017	20.12	20.38	15.73	19.4	20.16	4.68	5.105	672	3975	1.913	1.195	0	0	861.6308	0.042714	0.447864	0.070352	3.147	557.4	1033100	134.001	5828150	0.006215	0.010235	3.223	3.229	10.376	121.15	894	0.1326	0.2331	0.3093	0.382	8.72	-8.719	2441	1923	1721	0.023823
QC_Shew_12_02_Run-09_16Aug12_Roc_12-03-29	0.000672	0.018133	17.8997	41.6208	18.69	20.91	9.53	14.36	20.84	6.474	4.355	650	1953	1.724	1.167	162	155	876.972	0.015625	0.735677	0.174479	1.747	255.85	976160	162.66	1.13E+07	0.001814	0.008358	0.827	0.827	3.765	110.05	829	0.2183	0.3437	0.3588	0.4844	9.64	-9.64	1449	1165	1039	0.025987
QC_Shew_12_02_Run-09_23Aug12_Roc_12-03-29	0.000716	0.009312	25.9652	26.9206	18.2	18.68	14.86	16.54	18.71	8.518	3.667	943	2831	1.637	1.167	0	0	795.0594	0.029104	0.480792	0.104773	1.7645	243.25	964465	84.63	1.00E+07	0.006606	0.009459	3.607	3.616	3.146	95.27	935	0.1462	0.2163	0.2444	0.3078	8.92	-8.917	1378	1182	1078	0.013915
QC_Shew_12_02_Run-09_25Aug12_Roc_12-03-29	0	0	22.8784	19.1447	18.16	18.68	13.73	14.31	18.71	10.609	5.818	831	2494	1.722	1.153	0	0	802.1666	0.036007	0.322422	0.062193	2.033	189.15	6.84E+05	33.292	9.11E+06	0.030014	0.032216	17.145	17.158	2.137	31.49	1586	0.0181	0.1353	0.1849	0.247	7.66	-7.656	863	793	750	0.012
QC_Shew_12_02_Run-09_28Aug12_Roc_12-03-29	0	0.005249	20.5343	18.603	18.2	18.71	14.82	14.4	19.76	8.636	13.2	746	2239	1.645	1.108	1	0	674.3686	0.015385	0.505495	0.12967	1.6685	248.7	1087400	60.143	1.36E+07	-0.000731	0.006867	-0.426	-0.426	2.391	115.8	1159	0.0602	0.1023	0.1249	0.2058	7.37	-7.369	751	676	637	0.017268
QC_Shew_12_02_Run-09_28Jul12_Roc_12-03-29	0.000525	0.010499	24.3735	39.0998	17.67	18.17	14.41	14.35	18.42	6.937	5.273	885	2657	1.78	1.193	0	0	792.4194	0.017527	0.651412	0.164557	2.009	364	1014000	142.988	1.05E+07	0.003874	0.008275	1.984	1.985	4.953	129.85	792	0.2273	0.2828	0.3477	0.404	9.65	-9.653	1866	1562	1408	0.023438
QC_Shew_12_02_Run-09_30Aug12_Roc_12-04-08	0	0	15.5535	14.6591	19.85	21.45	22.08	6.9	21.49	11.935	10.333	565	1696	1.886	1.184	0	1	678.8676	0.003731	0.458955	0.208955	1.826	218.4	1142350	80.655	1.32E+07	-1.00E-05	0.007471	-0.011	0.031	2.428	81.455	1323	0.0111	0.0659	0.1118	0.1713	6.82	-6.822	447	417	400	0.0175
QC_Shew_12_02_Run-09_4Sep12_Roc_12-03-29	0.001368	0.010488	22.7183	48.2871	18.57	19.65	14.78	17.48	20.75	6	4.633	831	2493	1.642	1.157	1	1	816.9111	0.022277	0.615512	0.151815	2.1395	591.9	2054900	99.21	1.49E+07	0.007232	0.010032	3.597	3.598	5.55	129.25	862	0.2906	0.3619	0.3587	0.4139	10.25	-10.253	2136	1844	1621	0.027144
QC_Shew_12_02_Run-10_23Aug12_Roc_12-03-30	0	0.01278	26.6473	23.5296	21.45	21.96	16.48	17.72	22.01	7.533	6.563	968	2905	1.649	1.161	0	0	792.4157	0.024691	0.409877	0.104938	1.743	222.6	927010	98.368	8.88E+06	0.006506	0.009625	3.475	3.475	3.097	89.88	937	0.1233	0.1953	0.2161	0.2776	8.52	-8.523	1231	1008	925	0.014054
QC_Shew_12_02_Run-10_25Aug12_Roc_12-03-30	0	0	21.45	25.1282	20.97	21.9	14.77	13.38	22	7.495	5.105	779	2339	1.693	1.172	0	0	830.0158	0.03244	0.394922	0.087447	1.779	173.1	725380	39.249	8.74E+06	0.033344	0.036371	17.702	17.704	2.488	30.81	1654	0.0283	0.181	0.2113	0.2875	7.97	-7.97	1063	911	848	0.012972
QC_Shew_12_02_Run-10_27Jul12_Roc_12-03-30	0.001385	0.01108	23.4105	30.8836	20.66	20.88	16.62	19.76	21.01	7.456	5.682	537	1608	1.705	1.165	0	0	756.383	0.010458	0.664052	0.194771	2.277	326.7	835590	90.341	1.26E+07	0.003784	0.007935	1.963	1.965	4.486	212	1005	0.2788	0.3602	0.381	0.4752	10.53	-10.528	1420	1192	1084	0.017528
QC_Shew_12_02_Run-10_28Aug12_Roc_12-03-30	0	0.004808	20.3919	15.3492	21.48	22.01	15.58	16.59	22.03	9.143	3.769	741	2223	1.849	1.152	0	0	663.3822	0.015789	0.476316	0.131579	1.685	218.7	1000850	83.182	1.25E+07	6.00E-05	0.006985	0.013	0.083	2.429	95.895	1196	0.0414	0.0841	0.1028	0.1753	7.13	-7.128	617	543	508	0.01378
QC_Shew_12_02_Run-10_28Jul12_Roc_12-03-30	0	0.014156	23.3268	37.8535	20.86	21.03	16.49	16.55	21.47	6.404	4.049	847	2543	1.912	1.239	0	0	783.3889	0.018405	0.608384	0.165644	2.0305	339.45	960025	127.92	9.32E+06	0.004296	0.008692	2.295	2.304	5.084	124.2	804	0.1874	0.2849	0.3154	0.3845	9.26	-9.258	1728	1414	1271	0.023603
QC_Shew_12_02_Run-10_30Aug12_Roc_12-03-29	0	0	14.359	0.6964	13.75	14.09	18.25	11.11	15.66	3.5	2	478	1435	2.186	1.179	1	2	662.8666	0	1.125	0.125	229.109	105.05	2396.7	8.406	834357	0.002441	0.005826	1.453	1.833	20.739	36.52	1221	0	0	0	0.023	6.31	-6.31	18	11	11	0
QC_Shew_12_02_Run-10_4Sep12_Roc_12-03-30	0.000493	0.018245	22.6755	44.762	21.86	22.96	17.56	20.8	23	5.822	6.118	829	2490	1.741	1.157	0	0	820.1656	0.028109	0.5477	0.139693	2.1855	545.4	1987900	127.995	1.27E+07	0.006749	0.010176	3.465	3.467	6.032	121	870	0.2482	0.3374	0.3342	0.3938	9.97	-9.969	1980	1637	1457	0.024708
QC_Shew_12_02_Run-11_23Aug12_Roc_12-04-08	0.000702	0.007022	25.3993	28.0716	19.84	20.96	15.35	16.64	21.45	6.561	5.56	923	2768	1.586	1.125	0	0	797.9234	0.028793	0.430786	0.10742	1.741	239.75	979755	83.361	9742800	0.006936	0.009448	3.688	3.691	3.304	96.67	937	0.1304	0.2237	0.2575	0.3117	8.89	-8.894	1398	1186	1073	0.020503
QC_Shew_12_02_Run-11_25Aug12_Roc_12-04-08	0	0.000778	22.9823	27.9781	19.84	20.98	14.97	14.33	21.45	7.513	5.75	835	2505	1.555	1.127	1	1	824.9325	0.039333	0.38379	0.101311	1.6645	184.15	783325	48.53	8.40E+06	3.32E-02	0.036282	17.708	17.709	2.46	40.7	1654	0.0762	0.218	0.2316	0.3103	8.37	-8.374	1269	1084	1005	0.012935
QC_Shew_12_02_Run-11_28Jul12_Roc_12-04-08	0.000545	0.009815	23.811	38.5536	18.7	19.78	14.86	15.56	19.82	7.365	4.543	865	2594	1.803	1.166	0	1	793.4345	0.013699	0.609589	0.15362	2.007	356.1	996170	157.797	9.42E+06	0.004609	0.00847	2.435	2.437	5.323	130.9	796	0.2091	0.3009	0.3168	0.3862	9.51	-9.51	1793	1503	1360	0.022794
QC_Shew_12_02_Run-11_30Aug12_Roc_12-04-08	0.001701	0	20.0327	14.7259	19.86	21.01	25.76	7.8	21.46	9.1	10	728	2183	1.865	1.237	0	1	678.8746	0.005682	0.5	0.144886	1.831	322.4	1254900	45.493	1.65E+07	0.00178	0.006906	1.087	1.101	2.737	101.4	1191	0.0267	0.0741	0.1275	0.2074	7.13	-7.131	580	532	506	0.01581
QC_Shew_12_02_Run-11_31Jul12_Roc_12-04-08	0.001458	0.013126	24.3825	42.2024	18.7	19.8	15.28	15.48	20.95	6.293	5.5	886	2657	1.689	1.164	0	0	817.9102	0.017094	0.582906	0.147009	1.467	319.5	1292900	160.897	1.24E+07	-0.010176	0.011813	-4.965	-4.965	4.211	121.65	803	0.2543	0.327	0.3591	0.4067	9.95	-9.953	2013	1656	1483	0.020904
QC_Shew_12_02_Run-11_4Sep12_Roc_12-04-08	0.000934	0.014012	23.4063	45.7569	20.81	21.31	15.23	18.04	21.33	6.471	5.282	856	2569	1.727	1.161	0	0	821.2761	0.021061	0.624263	0.140691	2.1375	593.3	2050200	133.756	1.39E+07	0.006499	0.009561	3.249	3.249	5.841	127.5	868	0.2942	0.3323	0.3679	0.3925	10.16	-10.157	2091	1772	1573	0.024158
QC_Shew_12_02_Run-12_23Aug12_Roc_12-04-09	0	0.006911	25.437	28.5018	20.91	21.43	14.92	16.55	20.99	6.875	8.5	924	2773	1.648	1.147	0	0	798.4174	0.031042	0.472284	0.097561	1.695	242.4	9.72E+05	94.506	9.25E+06	0.007399	0.009834	3.886	3.888	3.29	90.59	939	0.1475	0.2356	0.2513	0.3098	8.95	-8.947	1422	1187	1090	0.017431
QC_Shew_12_02_Run-12_25Aug12_Roc_12-04-09	0	0.000907	20.0174	27.576	20.92	21.46	6.44	16.64	21.49	8.144	6.467	727	2183	1.577	1.136	23	25	825.9061	0.031464	0.384405	0.083447	1.776	181	812080	43.389	8.68E+06	0.033532	0.035865	17.814	17.815	2.541	44.145	1630	0.0302	0.189	0.2459	0.2895	7.86	-7.861	1082	949	895	0.01676
QC_Shew_12_02_Run-12_27Jul12_Roc_12-04-09	0.000673	0.010774	22.8865	32.4646	19.98	20.38	15.1	19.49	20.62	7.677	5.292	528	1577	1.708	1.162	0	0	754.7145	0.016905	0.678804	0.211964	2.167	350.8	898690	72.209	1.38E+07	0.004042	0.008005	2.188	2.19	4.21	225.4	986	0.2941	0.3677	0.4021	0.4833	10.67	-10.675	1460	1259	1128	0.018617
QC_Shew_12_02_Run-12_30Aug12_Roc_12-03-29	0	0.111111	0.2115	23.6407	13.27	14.5	11.65	12.85	18.32	7	0	8	23	1.54	1.032	1	0	672.9535	0	1.333333	0.666667	110.004	84.925	120860	4.843	785333	-0.000476	0.060858	-0.383	0.725	16.764	44.36	1310	0	0.0068	0	0.0537	6.48	-6.477	9	8	8	0
QC_Shew_12_02_Run-12_4Sep12_Roc_12-04-09	0.000489	0.012702	23.0012	44.5629	20.87	21.34	15.26	18.11	21.36	6.667	5.735	841	2525	1.753	1.187	0	0	822.4144	0.025997	0.588388	0.146447	2.182	597.4	2031900	134.429	1.42E+07	6.58E-03	0.009514	3.284	3.29	5.896	126	862	0.2529	0.331	0.3542	0.385	10.03	-10.028	1999	1704	1523	0.023638
QC_Shew_12_02_Run-13_20Aug12_Roc_12-03-29	NULL	NULL	0	NULL	28.13	29.69	24.56	21.49	31.79	0	0	0	0	0	0	0	0	0	0	0	0	261.0465	0	0	0	0.00E+00	0	0	0	0	0	0	0	0	0	0	0	5.99	-5.985	0	0	0	0
QC_Shew_12_02_Run-13_25Aug12_Roc_12-03-29	0	0.001686	21.67	27.4112	18.3	18.77	9.26	14.45	19.82	8.049	6.059	787	2363	1.594	1.121	34	33	828.4511	0.037275	0.399743	0.078406	1.887	188.8	771280	52.331	8837450	0.033715	0.035918	17.959	17.962	2.546	46.25	1639	0.0521	0.1819	0.2615	0.3061	8.07	-8.073	1169	1022	948	0.014768
QC_Shew_12_02_Run-13_4Sep12_Roc_12-03-29	0.00139	0.011121	23.2461	46.4164	18.56	19.63	14.73	17.5	19.73	6.814	4.061	850	2552	1.647	1.154	0	0	820.9539	0.024808	0.646707	0.153122	2.1245	602.9	2102650	121.972	1.55E+07	0.006338	0.009493	3.157	3.161	5.608	131.55	860	0.2886	0.3379	0.3746	0.3973	10.24	-10.238	2104	1793	1595	0.025078
QC_Shew_12_02_Run-14_16Aug12_Roc_12-03-30	0.001566	0.021926	16.5341	38.6474	21.97	24.23	6.07	14.39	24.23	6.078	3.026	601	1802	1.72	1.193	147	147	885.9434	0.013158	0.678363	0.162281	1.8735	266.5	880920	186.716	1.03E+07	0.000874	0.008453	0.411	0.415	4.047	106.2	862	0.2021	0.3285	0.3619	0.4435	9.53	-9.528	1248	966	861	0.020906
QC_Shew_12_02_Run-14_25Aug12_Roc_12-03-30	0	0.003197	20.2393	30.9793	21.47	22	10.21	15.53	22.02	7.396	5.286	735	2207	1.634	1.139	11	10	855.4434	0.047441	0.423221	0.086142	1.945	172.15	697695	41.346	7510700	0.035604	0.038303	18.422	18.432	3.05	46.255	1649	0.0302	0.2295	0.2842	0.313	8.14	-8.143	1238	1042	963	0.011423
QC_Shew_12_02_Run-14_31Jul12_Roc_12-03-30	0.001546	0.008763	24.1978	40.1276	20.96	21.44	17.69	18.25	21.51	6.101	5.906	879	2638	1.737	1.165	3	2	804.6932	0.020683	0.578237	0.135791	1.666	292.75	1160350	165.358	1.11E+07	-0.009914	0.01213	-5.003	-5.001	4.372	117.4	797	0.2235	0.3228	0.3188	0.4128	9.78	-9.781	1903	1542	1386	0.019481
QC_Shew_12_02_Run-14_3Aug12_Roc_12-03-30	0	0.003559	12.9991	10.8469	6.44	6.45	2.59	7.06	6.41	8.538	26	729	2190	1.136	1.033	69	70	969.9996	0.011111	0.55	0	10.0005	1397	287.8055	1.00E+38	0.00E+00	0.026824	0.242036	10.921	11.179	3.706	93.79	920	0.0387	0.0715	0.058	0.0672	6.11	-6.109	273	254	244	0.02459
QC_Shew_12_02_Run-14_4Sep12_Roc_12-03-30	0.001018	0.016293	22.9682	42.7983	21.82	22.87	17.59	19.65	22.92	6.487	4.921	840	2521	1.793	1.189	0	0	819.6051	0.024215	0.577578	0.147982	2.196	551.35	1972200	111.706	1.33E+07	0.006439	0.009857	3.227	3.229	5.956	122.3	872	0.2299	0.32	0.3443	0.37	9.84	-9.842	1920	1603	1438	0.022253
QC_Shew_12_02_Run-15_16Aug12_Roc_12-04-08	0.000708	0.025478	17.6737	40.0029	20.95	22	9.92	14.89	22.02	6.472	4.31	642	1927	1.631	1.143	156	153	896.7709	0.018843	0.695828	0.172275	1.9575	270.8	861030	197.509	9.28E+06	0.000782	0.007991	0.325	0.327	4.314	106.1	855	0.2452	0.3347	0.3855	0.4528	9.81	-9.81	1378	1088	965	0.02487
QC_Shew_12_02_Run-15_25Aug12_Roc_12-04-08	0	0.002083	23.8117	30.2792	19.89	21.01	14.94	14.54	21.48	6.787	4.121	865	2595	1.602	1.148	1	2	833.4677	0.054688	0.438616	0.107143	1.959	187.5	709500	56.185	7508100	0.036175	0.039043	18.959	18.961	3.152	58.07	1630	0.0871	0.2305	0.2786	0.3387	8.68	-8.679	1424	1216	1098	0.01184
QC_Shew_12_02_Run-15_31Jul12_Roc_12-04-08	0.000983	0.021141	24.9103	40.8666	18.73	19.82	15.38	15.43	20.91	6.301	5.079	905	2715	1.707	1.162	0	0	813.422	0.015707	0.604712	0.140489	1.578	313.1	1240800	157.099	1.17E+07	-0.010594	0.01231	-5.226	-5.221	4.418	124.1	800	0.2621	0.3083	0.3368	0.4182	9.84	-9.839	1983	1628	1444	0.025623
QC_Shew_12_02_Run-15_4Sep12_Roc_12-04-08	0.000943	0.01273	23.0285	46.0733	20.77	20.9	15.25	16.6	21.33	6.386	5.676	842	2528	1.626	1.126	0	0	828.8557	0.026405	0.615843	0.149063	2.13	597.2	2051100	139.468	1.33E+07	0.006797	0.010112	3.354	3.364	5.861	129.5	872	0.2997	0.3524	0.3457	0.3808	10.16	-10.163	2073	1772	1577	0.024096
QC_Shew_12_02_Run-16_16Aug12_Roc_12-04-09	0.001658	0.023217	15.6448	38.6071	20.95	23.09	10.97	15.29	23.02	6.239	4.542	568	1707	1.668	1.121	177	175	895.2035	0.013473	0.621257	0.161677	2.01	284.1	725920	161.218	9.40E+06	-0.000169	0.007696	-0.071	-0.07	4.273	109.65	857	0.2155	0.3173	0.3733	0.4457	9.68	-9.684	1180	922	822	0.019465
QC_Shew_12_02_Run-16_25Aug12_Roc_12-04-09	0	0.003265	18.9504	32.3476	20.92	21.47	12.55	14.91	21.51	7.505	4.458	688	2067	1.59	1.12	6	7	844.1269	0.06435	0.420849	0.086229	1.995	184.4	712070	52.207	7489500	0.035804	0.038558	18.81	18.815	3.119	53.985	1631	0.0384	0.2229	0.2635	0.331	8.05	-8.053	1212	1035	942	0.010616
QC_Shew_12_02_Run-16_27Jul12_Roc_12-04-09	0.005889	0.020024	21.0967	20.1453	20.07	19.58	20.2	20.09	19.31	12.468	4.273	359	1078	1.608	1.125	0	0	735.7817	0	0.958225	0.240209	132.1825	174.7	7076.9	35.739	2.02E+05	0.004042	0.008172	1.965	1.965	100	143.05	856	0.1453	0.3419	0.3897	0.5734	10.47	-10.468	835	691	647	0.012365
QC_Shew_12_02_Run-16_28Jul12_Roc_12-04-09	0.00055	0.013751	23.6174	38.5309	19.64	19.98	15.33	15.44	20.95	6.696	6.107	858	2573	1.877	1.212	0	0	787.6597	0.019569	0.597847	0.144814	2.19	362.55	924885	117.67	8.99E+06	0.005239	0.008851	2.668	2.671	5.353	132.3	797	0.1957	0.3026	0.324	0.3919	9.49	-9.487	1784	1495	1350	0.019259
QC_Shew_12_02_Run-16_31Jul12_Roc_12-04-09	0.000527	0.012645	24.0316	39.5313	19.81	20.94	15.75	16.55	20.89	6.305	6.926	873	2620	1.765	1.173	6	8	812.0446	0.016245	0.560469	0.124549	1.641	316.6	1215900	126.671	1.18E+07	-0.009725	0.011728	-4.846	-4.844	4.292	121	800	0.2221	0.3104	0.3309	0.4057	9.73	-9.727	1864	1561	1400	0.017143
QC_Shew_12_02_Run-16_4Sep12_Roc_12-04-09	0	0.017266	23.1632	45.0283	20.82	21.32	15.28	17.53	21.35	7.074	5.588	847	2543	1.732	1.183	0	0	811.0731	0.023729	0.582203	0.14661	2.204	603.9	2020100	127.793	1.39E+07	0.006669	0.010015	3.387	3.389	5.849	127.9	857	0.2589	0.3247	0.3603	0.4047	10.07	-10.07	2036	1753	1563	0.023033
QC_Shew_12_02_Run-17_27Jul12_Roc_12-03-29	0.007186	0.019162	21.0252	19.9285	18.49	17.8	20.95	21.55	17.7	9.453	5.3	351	1055	1.673	1.144	0	0	754.9108	0	1.218845	0.288754	192.218	134.7	3719.3	38.836	123586	0.003993	0.008339	1.833	1.833	100	121.4	769	0.1604	0.295	0.4227	0.623	10.38	-10.383	814	620	566	0.017668
QC_Shew_12_02_Run-17_4Sep12_Roc_12-03-29	0.001821	0.011379	23.1968	47.3772	18.09	18.57	14.71	17.12	18.6	6.288	5.842	848	2547	1.687	1.156	0	0	821.209	0.023927	0.614686	0.157591	2.1705	599	2070900	114.339	1.53E+07	0.007516	0.010173	3.635	3.635	5.712	131.7	861	0.2846	0.3545	0.3745	0.4072	10.3	-10.298	2146	1845	1642	0.025579
QC_Shew_12_02_Run-18_27Jul12_Roc_12-03-30	0.010767	0.025572	19.7449	18.891	21.74	21.47	24.42	34.03	21.38	9.591	3.667	330	991	1.602	1.123	0	0	768.0727	0	1.283217	0.283217	211.3245	127.2	3050.3	87.045	132393	0.003809	0.008222	1.748	1.776	100	107.7	827	0.1301	0.2931	0.3766	0.5788	10.04	-10.04	734	532	490	0.004082
QC_Shew_12_02_Run-18_28Jul12_Roc_12-03-30	0.001119	0.011752	23.0199	38.8794	19.92	20.98	16.55	15.63	20.95	6.86	3.271	836	2509	1.971	1.233	0	0	782.0278	0.016064	0.60241	0.163655	2.1855	337.7	900450	123.474	8.70E+06	0.005689	0.009409	3.023	3.027	5.376	127.6	810	0.1907	0.2907	0.3178	0.3917	9.31	-9.31	1754	1422	1287	0.020979
QC_Shew_12_02_Run-18_4Sep12_Roc_12-03-30	0	0.017544	23.0325	43.3735	21.82	22.93	17.54	19.72	22.94	6.543	3.68	842	2529	1.723	1.179	0	0	822.4335	0.025152	0.566349	0.129228	2.224	559.15	1977150	146.722	1.27E+07	0.007194	0.010336	3.55	3.556	5.937	122	879	0.2361	0.3372	0.3359	0.3769	9.94	-9.935	1955	1611	1444	0.020083
QC_Shew_12_02_Run-18_7Aug12_Roc_12-03-30	0	0.009858	21.9072	41.7214	19.87	21.43	14.26	17.73	21.49	4.771	4.659	796	2388	1.74	1.181	0	0	932.9829	0.103507	0.379812	0.073567	1.54	230.7	948835	129.081	8.92E+06	-0.012457	0.014391	-6.155	-6.155	3.415	92.76	908	0.1731	0.3034	0.3224	0.3975	9.09	-9.087	1764	1423	1225	0.034286
QC_Shew_12_02_Run-19_4Sep12_Roc_12-04-08	0.001418	0.013239	23.7087	44.6671	20.79	20.89	15.27	17.53	21.34	7.607	4.811	867	2602	1.726	1.183	0	0	821.021	0.021496	0.625967	0.154772	2.226	594.6	2022000	164.335	1.42E+07	0.008162	0.010672	3.925	3.926	6.034	127.35	869	0.2888	0.3176	0.368	0.391	10.13	-10.126	2064	1748	1568	0.023597
QC_Shew_12_02_Run-20_28Jul12_Roc_12-04-09	0.001114	0.009471	23.3226	38.5463	18.73	19.87	15.37	14.92	20.92	6.867	5.188	847	2542	1.823	1.193	0	0	784.8993	0.017017	0.605606	0.155155	2.1725	359.15	926295	116.717	9.15E+06	0.005689	0.009129	2.956	2.969	5.214	133.5	797	0.1779	0.3068	0.3075	0.4078	9.43	-9.432	1757	1478	1333	0.025506
QC_Shew_12_02_Run-20_4Sep12_Roc_12-04-09	0.000975	0.013164	22.8954	44.8562	20.8	21.29	15.29	17.53	21.32	7.176	4.233	837	2514	1.725	1.159	0	0	821.021	0.025663	0.580838	0.135158	2.226	604.45	2041300	150.933	1.42E+07	0.008596	0.010701	4.286	4.286	5.793	127.7	871	0.2411	0.3357	0.3524	0.3921	10.01	-10.005	2009	1716	1529	0.020929
QC_Shew_12_02_Run-20_7Aug12_Roc_12-04-09	0	0.01028	19.7669	44.3671	19.89	20.98	15.92	17.15	20.99	5.511	3.673	718	2156	1.704	1.158	42	47	941.867	0.082962	0.386262	0.087422	1.529	215.25	980235	107.749	9.65E+06	-0.012596	0.014797	-6.252	-6.245	3.262	96.68	914	0.2238	0.3775	0.3489	0.4382	9.68	-9.681	1692	1401	1211	0.037159
QC_Shew_12_02-pt5-01_12Nov12_Jaguar_12-09-19	0.001622	0.010658	35.2219	61.2971	17.24	17.79	12.94	16.83	18.21	5.675	4.794	1005	5929	1.668	1.158	0	0	840.3922	0.029567	0.582422	0.120292	3.552	758.4	1312200	158.442	6.65E+06	-0.000207	0.008673	-0.102	-0.102	10.401	124.2	836	0.1774	0.2936	0.319	0.3927	9.29	-9.292	4184	3583	3144	0.033079
QC_Shew_12_02-pt5-01_28Oct12_Jaguar_12-09-19	0.005155	0.015464	21.4827	4.5618	31.3	25.18	34.11	37.49	29.54	2.947	1.9	467	2795	2.278	1.152	0	0	810.8888	0	1.195652	1.23913	178.044	329.5	8166.3	800.492	331113	0.007092	0.02335	2.592	2.6	100	78.43	636	0.0018	0.0084	0.0114	0.0637	6.19	-6.189	184	116	88	0.090909
QC_Shew_12_02-pt5-01a_29Oct12_Jaguar_12-09-19	0.000828	0.010346	36.7545	65.7607	13.31	13.72	8.87	11.42	13.51	5.501	5.967	1044	6114	1.603	1.118	0	0	833.4803	0.033607	0.617252	0.138163	4.995	1075	1146300	291.32	6722000	0.000604	0.008061	0.265	0.265	13.89	160.8	852	0.2108	0.2962	0.3441	0.4203	9.47	-9.469	4680	4011	3502	0.035979
QC_Shew_12_02-pt5-02_12Nov12_Jaguar_12-09-20	0.001228	0.008802	37.4533	65.1745	16.28	16.71	10.21	15.16	16.02	5.175	4.867	1068	6266	1.649	1.136	0	0	837.9567	0.032428	0.641026	0.149698	3.5445	821.4	1315400	188.924	6.73E+06	0.00054	0.00841	0.244	0.245	10.605	130.1	818	0.2324	0.2958	0.3441	0.402	9.64	-9.639	4733	3985	3444	0.036005
QC_Shew_12_02-pt5-02_17Oct12_Jaguar_12-09-20	0.000432	0.003889	36.1264	64.0806	14.66	15.23	9.8	13.76	15.21	5.494	5.49	1041	6102	1.649	1.137	0	0	822.4055	0.035566	0.56905	0.132804	3.919	920.3	1269300	148.661	7273000	0.010692	0.013378	5.455	5.455	10.009	147.1	820	0.1781	0.2972	0.3496	0.4119	9.34	-9.338	4459	3995	3489	0.040699
