Filename	C_1A	C_1B	C_2A	C_2B	C_3A	C_3B	C_4A	C_4B	C_4C	DS_1A	DS_1B	DS_2A	DS_2B	DS_3A	DS_3B	IS_1A	IS_1B	IS_2	IS_3A	IS_3B	IS_3C	MS1_1	MS1_2A	MS1_2B	MS1_3A	MS1_3B	MS1_5A	MS1_5B	MS1_5C	MS1_5D	MS2_1	MS2_2	MS2_3	MS2_4A	MS2_4B	MS2_4C	MS2_4D	P_1A	P_1B	P_2A	P_2B	P_2C	P_3
QC_Shew_12_02_3_29Sep12_Cougar_12-06-10	0.002612	0.012296	33.2028	138.4221	15.63	16.08	10.1	13.85	15.78	3.709	3.946	1081	10815	1.64	1.145	0	0	905.445	0.098507	0.581891	0.126368	0.82	693.95	1173250	338.58	2857300	0.003966	0.01224	1.965	1.965	5.315	118.1	762	0.1993	0.2883	0.3523	0.4656	9.62	-9.623	8827	7033	5708	0.053434
QC_Shew_12_02_3_31Jul12_Cougar_12-05-07	0.002038	0.010907	33.6281	123.9737	17.84	18.52	11.86	14.69	17.97	3.658	3.254	1019	10188	1.612	1.149	0	0	891.4791	0.112584	0.6	0.137753	0.248	459.7	3987500	356.344	1.01E+07	0.00518	0.013465	2.522	2.522	1.632	128.6	764	0.1811	0.2878	0.3458	0.4175	9.3	-9.303	8036	6480	5139	0.045729
QC_Shew_12_02_3_5FL_500ng_Polaroid_30Oct12_12-02-32	0.00055	0.00165	79.5903	11.421	11.24	11.77	7.69	6.76	13.12	8.181	10	5287	8438	1.739	1	0	0	661.3467	0	0.59624	0.028648	2.189	13.93	2.98E+03	510.356	6.45E+04	-0.014224	0.020833	-9.552	-9.55	100	381.8	1157	0.029	0.0627	0.1768	0.2102	6.65	-6.648	1742	1500	1439	0.048645
QC_Shew_12_02_3_7Sep12_Cougar_12-06-10	0.002206	0.011418	34.597	111.368	14.57	15.93	8.45	11.05	15.05	4.051	4.305	1298	7786	1.74	1.174	0	0	863.9108	0.07414	0.675354	0.173583	0.306	993.8	2499950	402.646	8646600	0.005442	0.01087	2.62	2.621	1.398	149.6	714	0.2106	0.3356	0.4355	0.504	10.27	-10.266	7531	6224	5066	0.027438
QC_Shew_12_02_3_9Aug12_Cougar_12-06-10	0.001446	0.012568	33.2565	135.2217	16.56	17.08	11.3	14.44	16.93	3.944	3.576	1000	10007	1.648	1.142	0	0	886.863	0.091119	0.627756	0.145706	0.582	713.5	2399000	485.358	5956200	0.004167	0.011936	2.015	2.016	2.629	126.5	732	0.2084	0.3114	0.3832	0.4728	9.87	-9.866	8628	7034	5645	0.052081
QC_Shew_12_02_4_14Sep12_Cougar_12-06-11	0.002235	0.011996	33.3089	127.6536	15.35	15.97	11.48	13.94	15.44	3.739	4.026	1017	10168	1.588	1.131	0	0	892.0685	0.119244	0.607786	0.140378	0.43	595.75	2766150	374.088	7643900	0.005609	0.012079	2.741	2.741	2.098	116.6	724	0.2026	0.2787	0.3397	0.438	9.44	-9.44	8181	6577	5287	0.049934
QC_Shew_12_02_4_20Sep12_Cougar_12-06-11	0.001459	0.013018	34.4605	129.3365	14.33	14.85	9.1	13.36	14.22	3.469	3.58	1053	10540	1.607	1.129	0	0	908.796	0.138683	0.59369	0.133813	0.445	624.35	2228450	359.275	6196500	0.004104	0.010973	2.047	2.048	2.467	127.2	712	0.2207	0.2901	0.3522	0.44	9.56	-9.559	8583	6926	5429	0.05047
QC_Shew_12_02_4_24Jul12_Cougar_12-02-39	0.001032	0.008846	33.0837	102.4976	17.38	17.98	11.9	11.98	18	3.719	4.206	1241	7446	1.713	1.171	0	0	875.128	0.084438	0.673487	0.169164	0.46	706.8	1883200	565.547	6.61E+06	0.011502	0.014895	5.48	5.48	1.883	117.1	739	0.2218	0.3091	0.383	0.4645	9.84	-9.836	6559	5520	4401	0.041127
QC_Shew_12_02_4_25Jul12_Cougar_12-02-39	0.000186	0.002608	32.162	83.4836	16.94	17.47	11.95	13.21	17.48	4.468	6.043	1205	7234	2.013	1.251	0	0	883.8764	0.059977	0.430358	0.032973	2.346	1111	607550	664.644	1722450	0.023119	0.026225	11.817	11.817	5.891	40.97	357	0.2148	0.2474	0.3012	0.3881	9.24	-9.243	5181	4595	3877	0.040753
QC_Shew_12_02_4_26Oct12_Lynx_12-06-02	0	0.011739	41.1821	60.0018	24.44	26.05	12.66	14.53	25.83	2.893	4.524	589	5897	1.439	1.098	1	0	839.4181	0.221917	0.387496	0.076606	0.409	363.1	1758000	49.08	1.19E+07	-0.008976	0.011128	-5.102	-5.102	1.464	217.3	978	0.3558	0.3438	0.3455	0.3956	10.07	-10.073	4716	4067	3081	0.060695
QC_Shew_12_02_4_29Sep12_Cougar_12-06-11	0.002706	0.011906	33.6973	137.103	14.06	14.97	9.28	13	14.39	3.813	3.386	1101	11007	1.653	1.142	0	0	909.9364	0.112301	0.605736	0.124621	0.854	713.8	1132400	373.4	2821900	0.0045	0.012116	2.222	2.223	5.5	118.5	755	0.2147	0.2803	0.3551	0.4612	9.67	-9.669	8866	7088	5715	0.054943
QC_Shew_12_02_4_31Jul12_Cougar_12-02-39	0.0012	0.012959	33.9702	122.6075	18.31	19.26	11.84	14.77	18.63	3.686	3.414	1024	10245	1.636	1.149	0	0	895.129	0.107355	0.619918	0.148698	0.258	476.3	3713850	370.898	9.63E+06	0.005374	0.012883	2.587	2.587	1.782	128.85	772	0.1927	0.2784	0.3313	0.4265	9.27	-9.268	8027	6411	5142	0.046674
QC_Shew_12_02_4_5FL_500ng_Polaroid_30Oct12_12-02-32	0.004967	0.004967	25.9198	11.6899	10.87	11.51	6.76	13.3	12.44	6.603	4.143	1675	2988	1.845	1	0	0	605.8123	0.002421	0.423729	0.03632	2.978	19.865	1.44E+03	974.465	5.60E+04	-0.012333	0.0188	-9.215	-9.2	100	483	1015	0.0284	0.1137	0.1573	0.1642	6.86	-6.856	574	460	438	0.061644
QC_Shew_12_02_4_6Aug12_Cougar_12-06-11	0.001616	0.009829	33.3496	111.3357	14.25	14.59	10.23	11.71	14.47	3.573	4.887	1251	7505	1.699	1.16	0	0	855.4299	0.082078	0.656623	0.164156	0.498	913	2665200	677.127	1.03E+07	0.003022	0.009329	1.478	1.478	1.187	114.45	616	0.1736	0.3245	0.4369	0.5183	10.1	-10.102	7134	6132	4837	0.049618
QC_Shew_12_02_4_7Sep12_Cougar_12-06-11	0.002781	0.013905	35.562	111.2142	13.99	14.53	7.86	11.19	14.23	4.065	4.707	1334	8004	1.721	1.161	0	0	865.1321	0.075499	0.663906	0.158305	0.322	962.6	2413600	495.878	8602200	0.005362	0.010468	2.542	2.543	1.394	152.7	716	0.2438	0.347	0.4421	0.4979	10.48	-10.483	7731	6330	5172	0.026875
QC_Shew_12_02_5_14Sep12_Cougar_12-06-10	0.001204	0.011923	33.7421	123.0807	16.46	16.93	12.25	14.32	16.91	3.645	3.871	1028	10277	1.616	1.136	0	0	892.9815	0.108527	0.568771	0.13887	0.419	602.7	2968700	311.489	8060900	0.004687	0.01154	2.261	2.262	2.007	115.5	726	0.1879	0.2709	0.3395	0.4289	9.29	-9.287	7989	6462	5209	0.047994
QC_Shew_12_02_5_15Jul12_Cougar_12-05-07	0.001516	0.00341	32.61	80.9568	15.99	16.33	12.37	15.53	16.13	4.965	5.702	992	9927	1.683	1.17	2	1	929.4872	0.110199	0.278146	0.009801	1.0505	656.1	1071100	230.394	3121300	-0.025989	0.028616	-13.901	-13.9	5.791	52.325	391	0.1373	0.1922	0.2377	0.2932	7.99	-7.986	5071	4437	3850	0.045974
QC_Shew_12_02_5_20Sep12_Cougar_12-06-10	0.001574	0.014274	33.2939	133.568	15.11	15.9	10.4	13.82	15.2	3.541	4.089	1007	10070	1.651	1.151	1	1	898.2872	0.105929	0.5966	0.120439	0.815	720.85	1329700	385.468	3593000	0.004747	0.011956	2.334	2.336	4.116	109	681	0.2124	0.3013	0.3677	0.4675	9.81	-9.81	8545	6905	5553	0.051504
QC_Shew_12_02_5_29Sep12_Cougar_12-06-10	0.001209	0.011215	33.1051	137.3806	15.56	16.03	10.21	13.87	15.74	3.638	3.719	1076	10762	1.634	1.138	0	0	904.6902	0.092016	0.581238	0.12016	0.921	706.3	1098200	342.267	2672600	0.004829	0.01289	2.329	2.329	5.633	113.3	749	0.1974	0.2851	0.3547	0.4655	9.62	-9.624	8733	6921	5623	0.055309
QC_Shew_12_02_500ng_A_10Dec12_RZ12-8-01	0.010244	0.008668	57.3754	11.0675	22.09	22.34	20.72	19.93	22.41	7.915	5.9	1312	13113	2.142	1.282	75	62	622.0935	0.019815	0.570674	0.084544	1.512	361.4	468850	140.514	2.15E+06	-0.016928	0.021396	-11.498	-11.487	39.11	31.66	134	0.028	0.0415	0.0484	0.0607	6.42	-6.419	1237	1097	1050	0.029524
QC_Shew_12_02_5pt_2_24Aug12_Polaroid_12-08-08	0.00167	0.003712	34.474	78.1749	14.42	15.26	10.79	17.48	15.95	5.363	6.439	1146	11458	1.779	1.171	4	5	879.7948	0.110186	0.203722	0.005387	0.735	1007	1415500	300.371	3850400	0.008059	0.012769	4.777	4.777	5.771	54.48	459	0.1106	0.1756	0.1955	0.2894	7.81	-7.81	5053	4418	3865	0.07555
QC_Shew_12_02_5pt_A_25Nov12_Jaguar_12-09-19	0.002427	0.016042	35.0544	135.1613	18.18	19.35	11.75	12.42	20.15	3.204	2.782	1197	11967	1.695	1.171	0	0	867.4435	0.039574	0.639269	0.115297	0.374	488.35	2313850	249.93	6551200	0.003549	0.015874	1.748	1.748	1.754	105.2	887	0.1784	0.2963	0.3175	0.4008	9.41	-9.411	9155	6180	5063	0.044835
QC_Shew_12_02_5pt_A_4Jan13_Jaguar_12-09-19	0.003148	0.021907	41.481	90.3787	15.63	16.68	9.41	14.93	18.44	3.961	3.53	1373	13641	1.648	1.135	49	45	953.8476	0.133272	0.507955	0.102836	0.181	353.7	2247600	282.838	4311100	0.006009	0.016778	2.974	2.975	2.64	118.5	954	0.183	0.2253	0.2419	0.3287	7.94	-7.942	7261	5184	4289	0.041735
QC_Shew_12_02_5pt_B_25Nov12_Jaguar_12-09-20	0.00403	0.022453	38.4	135.7031	17.68	18.21	10.25	16.78	16.54	3.416	2.687	1312	13114	1.673	1.169	0	0	873.7925	0.03901	0.618147	0.123045	0.432	472.85	1866350	314.494	5187150	0.003469	0.015258	1.724	1.724	2.301	108.3	921	0.2631	0.3034	0.3201	0.4134	9.95	-9.95	10129	6412	5281	0.043174
QC_Shew_12_02_5pt_C_15Dec12_Jaguar_12-09-19	0.001243	0.013203	35.3635	90.1777	18.48	18.7	13.67	17.44	18.49	4.841	4.22	1086	10860	1.633	1.148	0	0	851.4459	0.03543	0.583631	0.132381	1.487	521.65	501585	257.069	933508	-0.002768	0.017809	-1.41	-1.41	13.107	102.6	741	0.1567	0.2078	0.2416	0.3216	8.19	-8.193	6161	4851	4147	0.043887
QC_Shew_12_02_5pt_C_25Nov12_Jaguar_12-09-19	0.002931	0.017393	37.3355	137.0278	19.13	19.81	14	16.17	19.69	3.216	2.778	1269	12691	1.717	1.181	0	0	873.9421	0.03722	0.642794	0.112542	0.474	449.7	1673600	271.043	4711250	0.002627	0.015783	1.225	1.225	2.524	105.9	921	0.2227	0.3171	0.3407	0.4118	9.76	-9.759	9914	6516	5326	0.04187
QC_Shew_12_02_5pt_D_25Nov12_Jaguar_12-09-20	0.004906	0.02066	38.5525	137.4489	17.85	18.29	10.49	16.83	16.87	3.442	2.803	1314	13140	1.66	1.164	0	0	872.4598	0.039282	0.608024	0.124056	0.5125	473.4	1591600	299.236	4262700	0.002344	0.014407	1.157	1.158	2.68	110.4	934	0.2675	0.3113	0.331	0.4159	9.99	-9.994	10270	6527	5391	0.046374
QC_Shew_12_02_5pt_E_25Nov12_Jaguar_12-09-19	0.003972	0.015888	36.9398	139.7138	19.27	19.82	13.94	18.4	19.67	3.225	2.769	1254	12547	1.696	1.174	0	0	871.1447	0.039143	0.662947	0.11424	0.5455	449.9	1489500	274.455	4207750	0.002472	0.01506	1.187	1.187	2.801	110.7	936	0.2248	0.3237	0.3448	0.4186	9.8	-9.801	9982	6582	5372	0.043931
QC_Shew_12_02_5pt_F_15Dec12_Jaguar_12-09-20	0.003121	0.013051	36.9398	94.099	17.68	17.72	11.53	18.09	17.06	3.967	3.206	1222	12225	1.637	1.151	0	0	835.407	0.023451	0.577882	0.125895	1.308	525.1	550395	341.596	1.39E+06	-1.16E-03	0.015809	-0.561	-0.561	7.838	93.29	844	0.1745	0.2175	0.2236	0.2962	8.49	-8.49	6753	4763	4051	0.03925
QC_Shew_12_02_5pt_F_25Nov12_Jaguar_12-09-20	0.004841	0.01851	37.9345	138.8709	17.8	18.21	10.46	17.03	16.48	3.536	2.516	1290	12905	1.691	1.171	0	0	873.0501	0.039176	0.609929	0.121243	0.5915	479.1	1403900	293.353	3872900	0.001334	0.015199	0.656	0.657	2.916	111.7	943	0.2606	0.3104	0.3386	0.4178	9.99	-9.995	10209	6549	5381	0.044044
QC_Shew_12_02_5pt_G_25Nov12_Jaguar_12-09-19	0.003502	0.015854	36.2412	141.7999	19.22	19.7	13.87	21.21	19.61	3.305	2.675	1231	12304	1.688	1.168	0	0	872.4636	0.038611	0.65356	0.11548	0.606	457.4	1372100	258.011	3889700	0.002501	0.015334	1.196	1.196	2.983	109.25	938	0.2247	0.3163	0.3466	0.4226	9.78	-9.784	9956	6636	5400	0.042593
QC_Shew_12_02_5pt_H_25Nov12_Jaguar_12-09-20	0.005957	0.019856	38.0936	138.8422	17.74	18.01	10.62	16.25	16.53	3.431	2.848	1293	12936	1.694	1.164	1	0	874.2755	0.03904	0.617374	0.120331	0.616	477.4	1347700	324.548	3.70E+06	0.001519	0.014929	0.724	0.724	3.058	110.7	947	0.2643	0.3067	0.3454	0.4189	10	-10.005	10243	6578	5388	0.045657
QC_Shew_12_02_6_14Sep12_Cougar_12-06-11	0.00206	0.013085	33.3886	123.6051	15.31	15.82	11.28	14.07	15.32	3.725	4.358	1019	10196	1.619	1.141	1	1	888.4469	0.113947	0.600273	0.142434	0.412	622.8	3017300	407.766	8197850	0.004313	0.011624	2.141	2.142	1.987	116.1	721	0.2078	0.2732	0.3281	0.4155	9.32	-9.318	7939	6387	5199	0.05001
QC_Shew_12_02_6_15Jul12_Cougar_12-02-39	0.001066	0.003198	32.632	71.8926	16.85	17.05	12.81	15.05	17.09	6.504	5.628	987	9875	1.738	1.168	9	17	942.4803	0.091058	0.183484	0.007657	1.044	673.15	991800	198.983	2781700	-0.025053	0.027248	-13.285	-13.285	6.609	39.93	320	0.1271	0.1638	0.2108	0.2652	7.62	-7.621	4507	3983	3586	0.044897
QC_Shew_12_02_6_20Sep12_Cougar_12-06-11	0.001805	0.013422	33.5577	132.1008	14.13	14.43	10.01	13.3	14.06	3.869	3.985	1015	10150	1.64	1.126	0	0	899.1535	0.098784	0.602349	0.134648	0.841	742.6	1274100	377.212	3590800	0.003905	0.011301	1.927	1.928	4.049	112.5	688	0.2036	0.2921	0.3652	0.4837	9.78	-9.781	8526	6827	5499	0.050736
QC_Shew_12_02_6_29Sep12_Cougar_12-06-11	0.001058	0.01259	33.7313	140.1073	14.03	14.95	9.35	13.01	14.43	3.493	4.185	1103	11023	1.65	1.145	0	0	909.9929	0.116528	0.60325	0.131986	0.925	711.4	1089400	379.008	2793600	0.005121	0.012476	2.46	2.462	5.602	115.4	743	0.2167	0.2903	0.364	0.4717	9.74	-9.742	9070	7250	5786	0.053059
QC_Shew_12_02_7_16Jul12_Cougar_12-05-07	0.016129	0.013105	21.5652	23.0464	15.3	16.39	3.79	33.35	16.93	6.373	8.3	680	4080	1.579	1.123	0	0	840.4527	0	1.907216	0.38488	77.0495	359.5	3092.5	61.786	14803	0.002512	0.013982	1.089	1.09	100	24.07	349	0.0023	0.0188	0.083	0.2755	6.42	-6.415	974	703	624	0.019231
QC_Shew_12_02_7_20Sep12_Cougar_12-06-10	0.002118	0.014493	33.5588	133.646	15.14	15.89	10.48	13.89	15.31	3.695	3.935	1015	10153	1.622	1.136	0	0	897.4292	0.098192	0.589154	0.135168	0.7235	705.9	1463200	337.735	3928950	0.003082	0.011564	1.5	1.501	3.698	113.7	699	0.2064	0.295	0.3696	0.4741	9.75	-9.745	8608	6861	5522	0.05469
QC_Shew_12_02_7_29Sep12_Cougar_12-06-10	0.002982	0.009829	32.539	139.1254	15.47	16.02	9.68	13.83	15.71	3.692	3.94	1054	10545	1.637	1.136	0	0	901.4757	0.103609	0.576845	0.131995	1.064	694.1	954270	307.871	2333500	0.005392	0.012839	2.62	2.622	6.391	114.1	742	0.1831	0.2813	0.359	0.4626	9.56	-9.565	8725	7078	5706	0.049246
QC_Shew_12_02_8_20Sep12_Cougar_12-06-11	0.002312	0.013211	34.3899	132.0446	14.13	14.42	9.89	13.49	14.11	3.612	3.93	1044	10445	1.616	1.132	0	0	901.9752	0.098693	0.580101	0.125226	0.688	665.8	1460350	323.15	4207200	0.003224	0.011144	1.585	1.585	3.49	115.9	702	0.2151	0.2977	0.3662	0.4752	9.79	-9.789	8711	6925	5558	0.054336
QC_Shew_12_02_8_24Jul12_Cougar_12-02-39	0.000715	0.010013	33.3324	104.8529	17.39	17.77	11.84	12.6	18.03	3.79	3.982	1250	7502	1.754	1.175	0	0	874.0539	0.077116	0.679844	0.162584	0.562	703.5	1555200	1324.095	5.24E+06	0.014269	0.017567	6.857	6.858	2.189	104.2	692	0.2687	0.3082	0.3853	0.4679	10.06	-10.057	6745	5560	4458	0.044639
QC_Shew_12_02_8_29Sep12_Cougar_12-06-11	0.002558	0.012363	33.6412	139.4421	13.95	14.78	8.77	13.24	13.96	3.702	3.81	1099	10989	1.665	1.141	0	0	910.792	0.116709	0.579807	0.129896	0.952	719.6	1021200	345.801	2616000	0.005059	0.012792	2.419	2.42	5.817	113	735	0.2034	0.285	0.3636	0.4694	9.69	-9.69	8987	7152	5729	0.056205
QC_Shew_12_02_A_10Dec12_Jaguar_12-09-19	0.000766	0.009954	31.7969	20.568	17.14	17.74	12.93	17.73	16.42	18.067	8.571	625	3749	1.858	1.178	0	0	684.8959	0.002535	0.461343	0.17237	1.423	800.2	595660	289.913	4564100	-0.004471	0.007685	-2.819	-2.802	12.768	14.25	57	0.1026	0.1454	0.2178	0.2617	8.92	-8.917	1268	1181	1121	0.033006
QC_Shew_12_02_a_21Oct12_Cougar_12-06-03	0	0	0	NULL	13.77	14.94	11	13.71	14.52	0	0	0	1	1.545	0	0	0	542.7383	0	0	0	17.853	0	0	0	19348	9.00E-06	9.00E-06	0.008	0.008	66.762	0	39	0.0128	0	0	0	6.98	-6.984	1	1	1	0
QC_Shew_12_02_A_24Nov12_Lynx_12-11-07	0.001918	0.012678	32.4549	144.6007	14.46	15.73	13.94	13.85	15.92	3.762	4.027	1046	10460	1.618	1.139	0	0	890.7427	0.063137	0.757865	0.183771	0.503	663.55	1915850	729.92	4005650	-2.30E-03	0.011776	-1.043	-1.041	4.406	120.6	841	0.1892	0.368	0.3938	0.4995	9.99	-9.989	8956	7145	5817	0.061716
QC_Shew_12_02_A_28Nov12_Jaguar_12-09-19	0.002302	0.0118	38.1236	136.687	20.19	21.13	15.05	13.82	19.17	3.309	2.514	1291	12917	1.748	1.194	0	0	873.7903	0.038628	0.583583	0.104229	0.976	504.4	981570	262.679	2.90E+06	0.00878	0.019042	4.394	4.394	3.805	111.5	931	0.2427	0.3058	0.3434	0.4383	9.97	-9.97	10080	6728	5488	0.048469
QC_Shew_12_02_A_2Dec12_Jaguar_12-09-19	0.002005	0.014667	35.9532	131.8102	18.58	19.48	12.22	12.38	19.34	3.519	2.754	1211	12116	1.748	1.178	0	0	861.4462	0.031678	0.685569	0.123582	0.672	472.7	977480	299.578	2774500	-0.000348	0.016026	-0.164	-0.163	4.272	118.5	933	0.209	0.3014	0.3225	0.4013	9.66	-9.658	9176	6350	5274	0.041145
QC_Shew_12_02_A_31Dec12_Cougar_12-12-01	0.000503	0.003858	33.5271	87.8394	13.34	13.55	9.65	15.58	13.65	4.569	4.859	1107	11068	1.712	1.158	0	0	898.1386	0.085513	0.411349	0.058054	1.0045	688.5	1202800	352.937	3256200	5.89E-04	0.010631	0.303	0.305	4.309	53.45	497	0.1132	0.168	0.2279	0.3292	7.78	-7.784	5656	4746	4065	0.048708
QC_Shew_12_02_A_4Jul12_Cougar_12-05-07	0.002499	0.012689	33.1116	157.0749	15.37	15.9	11	13.19	15.61	3.696	3.093	1044	10436	1.637	1.149	0	0	824.7719	0.037901	0.764043	0.190865	0.6195	668.8	2075900	450.529	8247500	-0.001763	0.008991	-0.827	-0.827	2.11	147.15	730	0.2328	0.3589	0.4262	0.5048	10.42	-10.419	10023	7674	6189	0.046049
QC_Shew_12_02_A_6Jan13_Lynx_12-11-07	0.003333	0	13.9241	10.8445	38.48	42.53	19.6	39.5	38.6	7.2	3.75	309	3090	1.495	1.09	0	0	678.6299	0	0.401015	0.106599	21.983	294.9	4131.8	67.909	40298	0.004988	0.011917	2.954	2.954	100	60.47	702	0.0062	0.0175	0.0226	0.0275	5.94	-5.945	294	266	249	0.02008
QC_Shew_12_02_A_post_6Dec12_Jaguar_12-09-19	0.002109	0.016449	36.7438	32.3048	18.13	18.23	13.07	18.8	17.72	9.011	9.947	729	4372	1.756	1.163	0	0	707.914	0.005178	0.525888	0.202663	0.843	740.1	832270	968.702	5254100	-0.005856	0.009094	-3.599	-3.597	10.419	18.085	68	0.2063	0.2213	0.2995	0.3569	9.62	-9.624	2302	2040	1864	0.035408
QC_Shew_12_02_B_10Dec12_Jaguar_12-09-20	0.002833	0.009915	31.8137	22.2231	15.82	15.88	10	18.05	15.12	14.358	10.125	622	3728	1.844	1.169	0	0	674.8772	0.003436	0.420389	0.178694	1.555	872.1	536570	184.977	4545150	-0.004156	0.007444	-2.552	-2.55	14.063	15.61	59	0.1079	0.1542	0.2183	0.2807	9.1	-9.101	1368	1284	1213	0.036274
QC_Shew_12_02_B_19Dec12_Jaguar_12-09-20	0.002928	0.013042	36.4116	102.1103	17.98	19.15	11.96	13.63	18.97	3.916	3.968	1210	12105	1.67	1.145	0	0	889.456	0.067022	0.535482	0.120362	0.34	334.5	2060700	219.796	4813200	0.003154	0.017036	1.583	1.584	2.595	107.5	907	0.165	0.2151	0.2455	0.3407	8.1	-8.105	7187	5419	4497	0.044252
QC_Shew_12_02_b_21Oct12_Cougar_12-06-04	0	0	13.605	0.147	13.5	13.85	9.82	14.52	14.49	0	0	428	4284	52.566	8.151	0	0	524.0281	0	0	0	11.995	1240.5	32169	1	1700930	0.000439	0.00969	0.308	0.308	6.392	7.757	45	0	0	0	0.0132	6.97	-6.975	2	2	2	0
QC_Shew_12_02_B_24Nov12_Lynx_12-11-08	0.002343	0.013313	32.3244	145.2154	15.09	15.79	14.27	13.96	15.77	3.749	4.295	1037	10372	1.608	1.142	0	0	883.4222	0.056935	0.746789	0.174658	0.5965	664.25	1624400	656.55	3388300	-0.001874	0.011861	-0.837	-0.836	5.146	120.6	842	0.183	0.3586	0.3954	0.5125	9.98	-9.981	8948	7106	5813	0.06107
QC_Shew_12_02_B_28Nov12_Jaguar_12-09-20	0.001935	0.01287	37.1355	139.1391	19.15	19.38	12.55	14.87	17.28	3.294	2.827	1264	12647	1.746	1.183	0	0	874.4397	0.041107	0.557434	0.106415	0.798	528.1	1117200	251.99	3.43E+06	0.008438	0.017757	4.224	4.224	3.305	113.5	929	0.2419	0.2942	0.3322	0.4263	9.86	-9.864	9988	6813	5579	0.047679
QC_Shew_12_02_B_2Dec12_Jaguar_12-09-20	0.00305	0.01576	36.0984	136.211	17.05	17.56	9.67	16.35	16.61	3.356	3.031	1217	12167	1.72	1.178	0	0	861.4412	0.031881	0.659129	0.122335	0.897	478.4	759850	270.192	2281900	-0.000476	0.015694	-0.288	-0.287	5.178	118.8	939	0.2074	0.3063	0.3371	0.4231	9.8	-9.804	9509	6599	5472	0.044408
QC_Shew_12_02_B_30Dec12_Cougar_12-12-02	0.001916	0.009741	33.7588	91.9168	28.21	30.43	21.71	18.89	31.48	3.77	2.856	1062	10622	1.757	1.192	0	0	895.1064	0.060044	0.528111	0.109716	0.86	489	1441400	419.798	3025800	-0.00109	0.013374	-0.513	-0.513	4.767	66.56	662	0.1236	0.2239	0.2669	0.3927	8.32	-8.317	6018	4438	3676	0.041893
QC_Shew_12_02_B_3Jan13_Jaguar_12-09-20	0	0	0	NULL	6.87	7.27	7.19	6.86	8.13	0	0	0	1	1.302	0	0	0	554.2492	0	0	0	60.6785	0	0	0	45528	0.001504	0.001504	1.359	1.359	100	0	373	0	0	0	0.0003	5.97	-5.972	0	0	0	0
QC_Shew_12_02_B_6Jan13_Jaguar_12-09-20	0.002373	0.015478	38.1884	114.1446	18.48	19.34	12.26	15.78	18.94	3.691	3.514	1243	12423	1.668	1.146	15	14	921.3936	0.086534	0.66271	0.142857	0.282	384.4	1507600	366.454	3199700	0.005717	0.016078	2.682	2.682	3.961	123.8	953	0.2134	0.2638	0.2959	0.4017	8.8	-8.797	8400	6227	5069	0.049714
QC_Shew_12_02_C_10Dec12_Jaguar_12-09-19	0.004329	0.010101	33.6845	10.3015	18.33	17.99	13.58	28.21	17.89	21.926	27	648	3891	2.072	1.189	0	0	672.6089	0	0.432184	0.147126	2.152	829.55	400820	391.474	3329800	-0.004076	0.0076	-2.421	-2.416	21.075	14.64	59	0.0347	0.0509	0.0774	0.1334	7.55	-7.554	682	631	613	0.017945
QC_Shew_12_02_c_21Oct12_Cougar_12-06-03	0	0	0	NULL	19.01	21.21	15.39	17.14	22.9	0	0	0	1	1.259	0	0	0	703.8547	0	0	0	12.093	0	0	0	1.34E+07	0.007169	0.007169	5.1	5.1	0.087	0	42	0	0	0	0.006	7.06	-7.063	1	1	1	0
QC_Shew_12_02_C_24Nov12_Lynx_12-11-07	0.002626	0.010942	31.2644	146.1407	14.06	14.82	13.1	13.97	14.17	3.729	4.327	1002	10019	1.604	1.133	0	0	887.9347	0.058664	0.784145	0.192978	0.788	588.9	1319000	642.929	2914200	-1.46E-03	0.011668	-0.667	-0.666	5.93	119.15	830	0.1721	0.3587	0.4029	0.505	9.9	-9.902	8703	7057	5744	0.062152
QC_Shew_12_02_C_29Jun12_Cougar_12-05-07	0.001888	0.012153	31.5718	134.2337	14.62	14.74	8.96	12.37	14.92	3.636	3.939	956	9565	1.65	1.132	0	0	884.5111	0.073371	0.675657	0.161143	0.604	704.3	2807200	467.086	6791900	0.000229	0.011526	0.095	0.095	2.279	131.65	762	0.0888	0.332	0.4241	0.5356	9.55	-9.555	8097	6483	5245	0.058532
QC_Shew_12_02_C_2Dec12_Jaguar_12-09-19	0.002395	0.011974	35.7749	134.2002	18.93	19.6	13.09	13.48	19.27	3.526	2.611	1203	12027	1.714	1.179	0	0	865.4182	0.031608	0.690518	0.12643	0.8645	456.2	781360	252.872	2267100	0.000647	0.015574	0.27	0.27	5.188	114.3	939	0.2064	0.3124	0.3295	0.419	9.71	-9.707	9290	6447	5325	0.042629
QC_Shew_12_02_C_6Jan13_Jaguar_12-09-19	0.002446	0.016376	37.0673	125.0428	15.01	15.37	9.55	15.31	14.52	3.702	3.323	1224	12218	1.629	1.132	15	12	921.455	0.10249	0.664128	0.145709	0.283	422.8	1552200	356.287	3506700	0.005565	0.015466	2.682	2.682	3.519	131.2	938	0.2155	0.2768	0.315	0.4246	8.96	-8.956	8898	6741	5423	0.054582
